index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,cum5
5918,5919,218A0104,Betula pendula,2019-07-06 13:00:00,0.0,,,0.20232652206409465
5919,5920,218A0104,Betula pendula,2019-07-06 14:00:00,0.0,,,0.2052212672346029
5920,5921,218A0104,Betula pendula,2019-07-06 15:00:00,0.0,,,0.213988181766202
5921,5922,218A0104,Betula pendula,2019-07-06 16:00:00,0.0,,,0.19500539637618247
5922,5923,218A0104,Betula pendula,2019-07-06 17:00:00,0.0,,,0.1978992230090816
5923,5924,218A0104,Betula pendula,2019-07-06 18:00:00,3.83379243324949,0.322836975584905,0.847714050848632,0.16402054026104665
5924,5925,218A0104,Betula pendula,2019-07-06 19:00:00,3.83567741625813,0.383671642139033,1.12526910844621,0.23909270681391234
5925,5926,218A0104,Betula pendula,2019-07-06 20:00:00,3.83567741625813,,,0.24195104670145565
5926,5927,218A0104,Betula pendula,2019-07-06 21:00:00,3.06696746298682,,0.197849944394662,0.24891731475458517
5927,5928,218A0104,Betula pendula,2019-07-06 22:00:00,3.99682840703739,0.83284369359327,0.0,0.4164828817053702
5928,5929,218A0104,Betula pendula,2019-07-06 23:00:00,3.99682840703739,,,0.41921641273751387
5929,5930,218A0104,Betula pendula,2019-07-07 00:00:00,4.08321737950542,-1.9958489414071,0.0,0.5185361918993449
5930,5931,218A0104,Betula pendula,2019-07-07 01:00:00,4.12328472874046,-1.39400467154056,5.59329854697313e-19,0.6990711358283562
5931,5932,218A0104,Betula pendula,2019-07-07 02:00:00,4.12328472874046,,,0.7016098987109807
5932,5933,218A0104,Betula pendula,2019-07-07 03:00:00,4.10492481009426,-1.39400467154056,0.2686380192576,0.6847391847367934
5933,5934,218A0104,Betula pendula,2019-07-07 04:00:00,4.16084554084656,-1.39400467154056,0.185591207929348,0.7656769901628806
5934,5935,218A0104,Betula pendula,2019-07-07 05:00:00,4.16084554084656,,,0.7681661393135718
5935,5936,218A0104,Betula pendula,2019-07-07 06:00:00,4.16084554084656,,,0.5328795803053783
5936,5937,218A0104,Betula pendula,2019-07-07 07:00:00,4.16084554084656,,,0.39552541918131573
5937,5938,218A0104,Betula pendula,2019-07-07 08:00:00,4.16084554084656,,,0.39825651904816556
5938,5939,218A0104,Betula pendula,2019-07-07 09:00:00,4.16084554084656,,,0.3854445353433845
5939,5940,218A0104,Betula pendula,2019-07-07 10:00:00,4.16084554084656,,,0.3975739638977295
5940,5941,218A0104,Betula pendula,2019-07-07 11:00:00,4.16084554084656,,,0.400298244960108
5941,5942,218A0104,Betula pendula,2019-07-07 12:00:00,4.16084554084656,,,0.32788942422995254
5942,5943,218A0104,Betula pendula,2019-07-07 13:00:00,4.16084554084656,,,0.33909673468108503
5943,5944,218A0104,Betula pendula,2019-07-07 14:00:00,4.16084554084656,,,0.34185444058468617
5944,5945,218A0104,Betula pendula,2019-07-07 15:00:00,4.16084554084656,,,0.24973014675870744
5945,5946,218A0104,Betula pendula,2019-07-07 16:00:00,4.16084554084656,,,0.2566787199524451
5946,5947,218A0104,Betula pendula,2019-07-07 17:00:00,4.16084554084656,,,0.25948559355963474
5947,5948,218A0104,Betula pendula,2019-07-07 18:00:00,3.96803060519996,,1.33303367053015,0.26061970151672437
5948,5949,218A0104,Betula pendula,2019-07-07 19:00:00,3.99227716111961,,1.18674253855954,0.41221922402740513
5949,5950,218A0104,Betula pendula,2019-07-07 20:00:00,3.99227716111961,,,0.4149175859702037
5950,5951,218A0104,Betula pendula,2019-07-07 21:00:00,4.03232930679781,,0.672790127816313,0.5443199681456096
5951,5952,218A0104,Betula pendula,2019-07-07 22:00:00,4.04371759583719,,0.915848798732431,0.7435371074866743
5952,5953,218A0104,Betula pendula,2019-07-07 23:00:00,4.04371759583719,,,0.7460112864907107
5953,5954,218A0104,Betula pendula,2019-07-08 00:00:00,4.01504413084702,,0.337510353878586,0.8398640661026904
5954,5955,218A0104,Betula pendula,2019-07-08 01:00:00,4.01071453255081,,0.526667865858258,0.8449738916396048
5955,5956,218A0104,Betula pendula,2019-07-08 02:00:00,4.01071453255081,,,0.8473763110383824
5956,5957,218A0104,Betula pendula,2019-07-08 03:00:00,3.9534261942129,-1.39400467154056,0.337510353878588,0.8463533318118989
5957,5958,218A0104,Betula pendula,2019-07-08 04:00:00,3.99819965967384,-1.39400467154056,0.0438616924789508,0.8372349016070595
5958,5959,218A0104,Betula pendula,2019-07-08 05:00:00,3.99819965967384,,,0.8396376708294201
5959,5960,218A0104,Betula pendula,2019-07-08 06:00:00,3.9993029957572,-1.39400467154056,0.0,0.7682531349703281
5960,5961,218A0104,Betula pendula,2019-07-08 07:00:00,4.02867855294469,29.2914143877873,0.252598682046792,0.6680955069482756
5961,5962,218A0104,Betula pendula,2019-07-08 08:00:00,4.02867855294469,,,0.6706045999309665
5962,5963,218A0104,Betula pendula,2019-07-08 09:00:00,4.0149363757022,0.875486426901845,0.740632097644606,0.6448775427759206
5963,5964,218A0104,Betula pendula,2019-07-08 10:00:00,3.92525732808981,,1.53486221858806,0.6159694959013517
5964,5965,218A0104,Betula pendula,2019-07-08 11:00:00,3.92525732808981,,,0.6185078147897501
5965,5966,218A0104,Betula pendula,2019-07-08 12:00:00,3.99305793402184,0.474607363195811,2.20519847701062,0.5336433965965651
5966,5967,218A0104,Betula pendula,2019-07-08 13:00:00,4.00176008097951,0.516267323700489,1.24369505943392,0.5341707124144169
5967,5968,218A0104,Betula pendula,2019-07-08 14:00:00,4.00176008097951,,,0.5367575491751608
5968,5969,218A0104,Betula pendula,2019-07-08 15:00:00,4.06373451995467,0.611564061432172,1.85463937024509,0.5393410044499464
5969,5970,218A0104,Betula pendula,2019-07-08 16:00:00,4.04401369057872,0.721726292218572,1.69104862102771,0.0
5970,5971,218A0104,Betula pendula,2019-07-08 17:00:00,4.04401369057872,,,0.0029304465532552643
5971,5972,218A0104,Betula pendula,2019-07-08 18:00:00,4.08528778385539,0.630810044150846,2.02591894396683,0.19510990849295232
5972,5973,218A0104,Betula pendula,2019-07-08 19:00:00,4.11967720849371,0.565988154908348,2.39281665679553,0.5357347176825469
5973,5974,218A0104,Betula pendula,2019-07-08 20:00:00,4.11967720849371,,,0.5383104241332983
5974,5975,218A0104,Betula pendula,2019-07-08 21:00:00,2.17762849695864,,2.58914094651273,0.6875339995483916
5975,5976,218A0104,Betula pendula,2019-07-08 22:00:00,4.13123466503537,0.775829553618512,1.1082760549598,0.8606542560419471
5976,5977,218A0104,Betula pendula,2019-07-08 23:00:00,4.13123466503537,,,0.8630136772796262
5977,5978,218A0104,Betula pendula,2019-07-09 00:00:00,4.106498437515,-37.2664496668315,0.765018957169999,0.8728820614095313
5978,5979,218A0104,Betula pendula,2019-07-09 01:00:00,4.10312674201208,,0.765018957169999,0.9778122790677903
5979,5980,218A0104,Betula pendula,2019-07-09 02:00:00,4.10312674201208,,,0.9800910797430112
5980,5981,218A0104,Betula pendula,2019-07-09 03:00:00,4.03528828769922,-1.39400467154056,0.0,0.9474482924546775
5981,5982,218A0104,Betula pendula,2019-07-09 04:00:00,4.15070695747337,-1.39400467154056,0.442522967989082,0.896933660559713
5982,5983,218A0104,Betula pendula,2019-07-09 05:00:00,4.15070695747337,,,0.8992604160383549
5983,5984,218A0104,Betula pendula,2019-07-09 06:00:00,4.0716080225352,-1.39528530403083,0.0451663454129776,0.8538794836702368
5984,5985,218A0104,Betula pendula,2019-07-09 07:00:00,4.06006261350749,3.20285797397748,0.0451663454129776,0.9172649135376449
5985,5986,218A0104,Betula pendula,2019-07-09 08:00:00,4.06006261350749,,,0.9195740145111816
5986,5987,218A0104,Betula pendula,2019-07-09 09:00:00,4.07387376313416,0.903915232903787,0.260394710839334,0.9538925743538836
5987,5988,218A0104,Betula pendula,2019-07-09 10:00:00,4.08764229470366,,1.01252099640653,0.925046905832683
5988,5989,218A0104,Betula pendula,2019-07-09 11:00:00,4.08764229470366,,,0.9273465169383338
5989,5990,218A0104,Betula pendula,2019-07-09 12:00:00,4.09716437701163,0.550171905783902,1.43472282609426,0.8948499290462096
5990,5991,218A0104,Betula pendula,2019-07-09 13:00:00,4.1100501654433,0.395342492402726,1.43472282609426,0.8900983205719409
5991,5992,218A0104,Betula pendula,2019-07-09 14:00:00,4.1100501654433,,,0.8924159933336989
5992,5993,218A0104,Betula pendula,2019-07-09 15:00:00,4.17715945609214,0.396432501899207,0.0451663454129776,0.8485945232657477
5993,5994,218A0104,Betula pendula,2019-07-09 16:00:00,4.17358429425544,0.343990505560149,1.58980988295052,0.8172447510980421
5994,5995,218A0104,Betula pendula,2019-07-09 17:00:00,4.17358429425544,,,0.8196047763991317
5995,5996,218A0104,Betula pendula,2019-07-09 18:00:00,4.13123466503537,0.425115423786692,1.43472282609426,0.7983320137650189
5996,5997,218A0104,Betula pendula,2019-07-09 19:00:00,4.17701724905215,0.602417513764057,2.69069095402625,0.9007094977708229
5997,5998,218A0104,Betula pendula,2019-07-09 20:00:00,4.17701724905215,,,0.9030114442889848
5998,5999,218A0104,Betula pendula,2019-07-09 21:00:00,4.21873096347855,,1.92302364087337,1.0560047266542782
5999,6000,218A0104,Betula pendula,2019-07-09 22:00:00,4.14862456490334,0.687941461799111,1.28696081144324,1.051794375753895
6000,6001,218A0104,Betula pendula,2019-07-09 23:00:00,4.14862456490334,,,1.053995175845977
6001,6002,218A0104,Betula pendula,2019-07-10 00:00:00,4.11337901207727,,0.371049408258551,0.9930706781803428
6002,6003,218A0104,Betula pendula,2019-07-10 01:00:00,4.070350249429,-1.39400467154056,0.0,1.0009025790191672
6003,6004,218A0104,Betula pendula,2019-07-10 02:00:00,4.070350249429,,,1.0031316790450886
6004,6005,218A0104,Betula pendula,2019-07-10 03:00:00,4.05923558469847,,0.277366751708416,0.9313898041220992
6005,6006,218A0104,Betula pendula,2019-07-10 04:00:00,4.01178249031582,-1.39400467154056,0.580450687163568,0.9335630109541468
6006,6007,218A0104,Betula pendula,2019-07-10 05:00:00,4.01178249031582,,,0.935830792273433
6007,6008,218A0104,Betula pendula,2019-07-10 06:00:00,4.0228026984115,-1.39528530403083,0.27736675170842,1.016237099534862
6008,6009,218A0104,Betula pendula,2019-07-10 07:00:00,3.97940413160791,5.65717570430139,0.277366751708417,1.1427909662188933
6009,6010,218A0104,Betula pendula,2019-07-10 08:00:00,3.97940413160791,,,1.1449212355717706
6010,6011,218A0104,Betula pendula,2019-07-10 09:00:00,3.97051279594585,0.930856410503677,0.114445719010524,1.2178715100503654
6011,6012,218A0104,Betula pendula,2019-07-10 10:00:00,4.02784094556929,0.694937291583365,1.08525363198193,1.1796272854369765
6012,6013,218A0104,Betula pendula,2019-07-10 11:00:00,4.02784094556929,,,1.181730091557783
6013,6014,218A0104,Betula pendula,2019-07-10 12:00:00,4.0807375578424,0.576645728354293,2.47516832737991,1.154757358787152
6014,6015,218A0104,Betula pendula,2019-07-10 13:00:00,4.0654267634172,0.485559606587756,1.88827061123748,1.1238401952545658
6015,6016,218A0104,Betula pendula,2019-07-10 14:00:00,4.0654267634172,,,1.1259743765635968
6016,6017,218A0104,Betula pendula,2019-07-10 15:00:00,4.08918979296548,0.403730427416466,0.371049408258551,1.1001876500644963
6017,6018,218A0104,Betula pendula,2019-07-10 16:00:00,4.12408106573304,0.379409831202227,0.69586910317441,1.0670551077315895
6018,6019,218A0104,Betula pendula,2019-07-10 17:00:00,4.12408106573304,,,1.0692211767264352
6019,6020,218A0104,Betula pendula,2019-07-10 18:00:00,4.09284835118454,0.29134503308913,0.948166039157382,1.0415130593006994
6020,6021,218A0104,Betula pendula,2019-07-10 19:00:00,4.08149320278797,0.371130264820195,0.69586910317441,1.3394902470274255
6021,6022,218A0104,Betula pendula,2019-07-10 20:00:00,4.08149320278797,,,1.3414801104971423
6022,6023,218A0104,Betula pendula,2019-07-10 21:00:00,4.06617735489927,0.483916260580171,0.472150034170687,1.2260619302519735
6023,6024,218A0104,Betula pendula,2019-07-10 22:00:00,4.04525388041369,0.845462356465428,0.114445719010524,0.9526167149951861
6024,6025,218A0104,Betula pendula,2019-07-10 23:00:00,4.04525388041369,,,0.9548467448845902
6025,6026,218A0104,Betula pendula,2019-07-11 00:00:00,4.04463410355561,-1.56808346111016,0.0465430698759341,0.8582639654685564
6026,6027,218A0104,Betula pendula,2019-07-11 01:00:00,4.10768378452116,-1.39400467154056,1.04774464870173,0.8735770975899319
6027,6028,218A0104,Betula pendula,2019-07-11 02:00:00,4.10768378452116,,,0.8758526589631199
6028,6029,218A0104,Betula pendula,2019-07-11 03:00:00,4.1188893598439,-1.39400467154056,0.359221296404101,0.8832666983828201
6029,6030,218A0104,Betula pendula,2019-07-11 04:00:00,4.01082839780883,-1.39400467154056,0.0,0.8148700872968494
6030,6031,218A0104,Betula pendula,2019-07-11 05:00:00,4.01082839780883,,,0.817178236814619
6031,6032,218A0104,Betula pendula,2019-07-11 06:00:00,4.00778760776396,-1.39528530403083,0.185591207929346,0.826266283645671
6032,6033,218A0104,Betula pendula,2019-07-11 07:00:00,3.97066004489592,-7.47692372010536,0.185591207929349,0.8482036132091151
6033,6034,218A0104,Betula pendula,2019-07-11 08:00:00,3.97066004489592,,,0.850486522617501
6034,6035,218A0104,Betula pendula,2019-07-11 09:00:00,3.96886756605304,0.634141369847996,0.110933887879691,1.0455928073188638
6035,6036,218A0104,Betula pendula,2019-07-11 10:00:00,4.00232454369813,,0.268638019257598,1.1624633033433636
6036,6037,218A0104,Betula pendula,2019-07-11 11:00:00,4.00232454369813,,,1.1645452688103504
6037,6038,218A0104,Betula pendula,2019-07-11 12:00:00,4.1195275929354,0.357229801560934,0.561455519025343,1.1469425327041565
6038,6039,218A0104,Betula pendula,2019-07-11 13:00:00,4.16360554176507,0.414829134883093,0.185591207929345,1.3625552695528194
6039,6040,218A0104,Betula pendula,2019-07-11 14:00:00,4.16360554176507,,,1.3645083544060541
6040,6041,218A0104,Betula pendula,2019-07-11 15:00:00,4.13940073457295,,0.915848798732427,1.4221215644259855
6041,6042,218A0104,Betula pendula,2019-07-11 16:00:00,4.08418208735943,0.300027087922823,0.561455519025345,1.4734487984175322
6042,6043,218A0104,Betula pendula,2019-07-11 17:00:00,4.08418208735943,,,1.475329094752428
6043,6044,218A0104,Betula pendula,2019-07-11 18:00:00,4.14391191499464,0.381947778516754,1.33303367053015,1.5002844744469064
6044,6045,218A0104,Betula pendula,2019-07-11 19:00:00,4.13027636117555,0.412393347900332,1.04774464870173,1.3489766520944033
6045,6046,218A0104,Betula pendula,2019-07-11 20:00:00,4.13027636117555,,,1.3509308944512797
6046,6047,218A0104,Betula pendula,2019-07-11 21:00:00,4.11531851377179,0.735893555748312,0.790901085367079,0.8632680173474565
6047,6048,218A0104,Betula pendula,2019-07-11 22:00:00,4.14288001460393,11.4003359314811,0.672790127816308,0.9486005494143804
6048,6049,218A0104,Betula pendula,2019-07-11 23:00:00,4.14288001460393,,,0.9507998311349887
6049,6050,218A0104,Betula pendula,2019-07-12 00:00:00,4.19099422799075,-1.49165428551214,0.449608165230325,1.058055307894695
6050,6051,218A0104,Betula pendula,2019-07-12 01:00:00,4.13324461220852,,0.552375284660953,1.0811480758917813
6051,6052,218A0104,Betula pendula,2019-07-12 02:00:00,4.13324461220852,,,1.0832610926578674
6052,6053,218A0104,Betula pendula,2019-07-12 03:00:00,4.17666379789879,-1.39400467154056,0.182739559540961,1.061096109651058
6053,6054,218A0104,Betula pendula,2019-07-12 04:00:00,4.23771012172051,-1.39400467154056,0.552375284660953,1.0669363480020708
6054,6055,218A0104,Betula pendula,2019-07-12 05:00:00,4.23771012172051,,,1.0690542364745867
6055,6056,218A0104,Betula pendula,2019-07-12 06:00:00,4.13593473939931,-1.39400467154056,0.552375284660953,1.0312313777190172
