id;device;profile;timestamp_utc;Amplitude;Frequency;Angle;
25161390;586;4;2020-09-20 23:50:24.24;;0;3;
25161375;586;4;2020-09-20 23:50:16.16;0;;;
25160525;2653;4;2020-09-20 23:37:02.02;;0;13;
25160517;2653;4;2020-09-20 23:36:56.56;0;;;
25160162;587;4;2020-09-20 23:32:28.28;;0;1;
25160087;2658;4;2020-09-20 23:31:49.49;;0;4;
25160079;2658;4;2020-09-20 23:31:45.45;0;;;
25159581;2656;4;2020-09-20 23:24:07.07;;0;5;
25159569;2656;4;2020-09-20 23:24:01.01;0;;;
25159421;2652;4;2020-09-20 23:21:58.58;0;;;
25159378;2659;4;2020-09-20 23:21:24.24;;0;12;
25159371;2659;4;2020-09-20 23:21:16.16;0;;;
25159272;2652;4;2020-09-20 23:19:33.33;0;;;
25158804;2652;4;2020-09-20 23:12:33.33;;0;10;
25158800;2652;4;2020-09-20 23:12:24.24;0;;;
25158493;2654;4;2020-09-20 23:07:41.41;;0;6;
25158488;2654;4;2020-09-20 23:07:35.35;0;;;
25157686;2653;4;2020-09-20 22:55:40.40;;0;13;
25157277;586;4;2020-09-20 22:50:09.09;;0;3;
25157275;586;4;2020-09-20 22:50:03.03;0;;;
25156537;2653;4;2020-09-20 22:37:59.59;;0;13;
25156535;2653;4;2020-09-20 22:37:52.52;0;;;
25156200;587;4;2020-09-20 22:33:21.21;;0;1;
25156199;587;4;2020-09-20 22:33:20.20;0;;;
25156090;587;4;2020-09-20 22:31:56.56;;0;1;
25156006;2658;4;2020-09-20 22:30:50.50;;0;4;
25156004;2658;4;2020-09-20 22:30:43.43;0;;;
25155820;2656;4;2020-09-20 22:27:35.35;0;;;
25155666;2656;4;2020-09-20 22:25:03.03;;0;5;
25155657;2656;4;2020-09-20 22:24:58.58;0;;;
25155493;2659;4;2020-09-20 22:22:58.58;;0;12;
25155487;2659;4;2020-09-20 22:22:53.53;0;;;
25155271;2652;4;2020-09-20 22:19:31.31;;0;10;
25154752;2652;4;2020-09-20 22:12:02.02;0;;;
25154600;2657;4;2020-09-20 22:09:47.47;;0;1;
25154594;2657;4;2020-09-20 22:09:42.42;0;;;
25153264;586;4;2020-09-20 21:49:53.53;;0;3;
25153259;586;4;2020-09-20 21:49:46.46;0;;;
25152554;2653;4;2020-09-20 21:38:58.58;;0;13;
25152548;2653;4;2020-09-20 21:38:53.53;0;;;
25152023;587;4;2020-09-20 21:31:26.26;;0;1;
25152013;587;4;2020-09-20 21:31:20.20;0;;;
25151914;2658;4;2020-09-20 21:29:50.50;;0;4;
25151907;2658;4;2020-09-20 21:29:43.43;0;;;
25151692;2656;4;2020-09-20 21:26:00.00;;0;5;
25151684;2656;4;2020-09-20 21:25:53.53;0;;;
25151600;2659;4;2020-09-20 21:24:35.35;;0;12;
25151584;2659;4;2020-09-20 21:24:29.29;0;;;
25151135;2652;4;2020-09-20 21:17:41.41;;0;10;
25151100;2652;4;2020-09-20 21:16:56.56;0;;;
25151001;2654;4;2020-09-20 21:15:35.35;0;;;
25150700;2652;4;2020-09-20 21:11:43.43;;0;10;
25150690;2652;4;2020-09-20 21:11:37.37;0;;;
25150632;2654;4;2020-09-20 21:10:46.46;0;;;
25150576;2657;4;2020-09-20 21:09:50.50;;0;1;
25150570;2657;4;2020-09-20 21:09:46.46;0;;;
25149217;586;4;2020-09-20 20:49:40.40;;0;3;
25149210;586;4;2020-09-20 20:49:32.32;0;;;
25149115;2653;4;2020-09-20 20:47:40.40;;0;13;
25148942;2653;4;2020-09-20 20:45:01.01;0;;;
25148563;2653;4;2020-09-20 20:39:59.59;;0;13;
25148559;2653;4;2020-09-20 20:39:53.53;0;;;
25147900;587;4;2020-09-20 20:30:46.46;0;;;
25147783;2658;4;2020-09-20 20:28:50.50;;0;4;
25147778;2658;4;2020-09-20 20:28:43.43;0;;;
25147665;2656;4;2020-09-20 20:26:56.56;;0;5;
25147656;2656;4;2020-09-20 20:26:50.50;0;;;
25147619;2659;4;2020-09-20 20:26:10.10;;0;12;
25147612;2659;4;2020-09-20 20:26:04.04;0;;;
25146870;2652;4;2020-09-20 20:14:54.54;;0;10;
25146834;2652;4;2020-09-20 20:14:22.22;0;;;
25146727;2652;4;2020-09-20 20:13:17.17;0;;;
25146675;2654;4;2020-09-20 20:12:22.22;0;;;
25146587;2652;4;2020-09-20 20:11:19.19;;0;10;
25146576;2652;4;2020-09-20 20:11:11.11;0;;;
25146525;2657;4;2020-09-20 20:10:30.30;;0;1;
25146488;2657;4;2020-09-20 20:09:56.56;0;;;
25146484;2657;4;2020-09-20 20:09:54.54;;0;1;
25146481;2657;4;2020-09-20 20:09:47.47;0;;;
25145732;2653;4;2020-09-20 19:58:25.25;0;;;
25145099;586;4;2020-09-20 19:49:25.25;;0;3;
25145095;586;4;2020-09-20 19:49:18.18;0;;;
25144536;2653;4;2020-09-20 19:40:57.57;;0;13;
25144522;2653;4;2020-09-20 19:40:51.51;0;;;
25143805;587;4;2020-09-20 19:30:21.21;;0;1;
25143796;587;4;2020-09-20 19:30:14.14;0;;;
25143660;2656;4;2020-09-20 19:27:54.54;;0;5;
25143656;2658;4;2020-09-20 19:27:52.52;;0;4;
25143652;2659;4;2020-09-20 19:27:46.46;;0;12;
25143648;2658;4;2020-09-20 19:27:44.44;0;;;
25143646;2659;4;2020-09-20 19:27:38.38;0;;;
25142766;2652;4;2020-09-20 19:14:39.39;0;;;
25142715;2654;4;2020-09-20 19:14:05.05;;0;6;
25142466;2652;4;2020-09-20 19:10:53.53;;0;10;
25142451;2652;4;2020-09-20 19:10:47.47;0;;;
25142415;2657;4;2020-09-20 19:09:57.57;;0;1;
25142400;2657;4;2020-09-20 19:09:53.53;0;;;
25141564;586;4;2020-09-20 18:57:04.04;0;;;
25140968;586;4;2020-09-20 18:49:13.13;;0;3;
25140960;586;4;2020-09-20 18:49:05.05;0;;;
25140474;2653;4;2020-09-20 18:41:57.57;;0;13;
25140468;2653;4;2020-09-20 18:41:53.53;0;;;
25139601;587;4;2020-09-20 18:29:42.42;0;;;
25139580;2659;4;2020-09-20 18:29:21.21;;0;12;
25139572;2659;4;2020-09-20 18:29:14.14;0;;;
25139544;2656;4;2020-09-20 18:28:49.49;;0;5;
25139538;2656;4;2020-09-20 18:28:43.43;0;;;
25139427;2658;4;2020-09-20 18:26:51.51;;0;4;
25139420;2658;4;2020-09-20 18:26:44.44;0;;;
25138858;2652;4;2020-09-20 18:19:09.09;;0;10;
25138755;2652;4;2020-09-20 18:17:20.20;0;;;
25138634;2654;4;2020-09-20 18:15:33.33;0;;;
25138209;2652;4;2020-09-20 18:10:29.29;;0;10;
25138172;2657;4;2020-09-20 18:10:02.02;;0;1;
25138165;2657;4;2020-09-20 18:09:55.55;0;;;
25136778;586;4;2020-09-20 17:49:10.10;0;;;
25136771;586;4;2020-09-20 17:48:59.59;;0;3;
25136762;586;4;2020-09-20 17:48:52.52;0;;;
25136361;2653;4;2020-09-20 17:42:58.58;;0;13;
25136354;2653;4;2020-09-20 17:42:51.51;0;;;
25135879;587;4;2020-09-20 17:35:34.34;0;;;
25135539;2659;4;2020-09-20 17:30:54.54;;0;12;
25135532;2659;4;2020-09-20 17:30:50.50;0;;;
25135488;2653;4;2020-09-20 17:30:08.08;0;;;
25135460;2656;4;2020-09-20 17:29:45.45;;0;5;
25135446;2656;4;2020-09-20 17:29:38.38;0;;;
25135426;587;4;2020-09-20 17:29:18.18;;0;1;
25135416;587;4;2020-09-20 17:29:11.11;0;;;
25135217;2658;4;2020-09-20 17:25:51.51;;0;4;
25135209;2658;4;2020-09-20 17:25:43.43;0;;;
25134632;2654;4;2020-09-20 17:17:16.16;;0;6;
25134620;2654;4;2020-09-20 17:17:09.09;0;;;
25134297;2652;4;2020-09-20 17:12:54.54;;0;10;
25134230;2652;4;2020-09-20 17:11:52.52;0;;;
25134097;2657;4;2020-09-20 17:10:07.07;;0;1;
25134087;2652;4;2020-09-20 17:09:59.59;;0;10;
25134086;2657;4;2020-09-20 17:09:59.59;0;;;
25134080;2652;4;2020-09-20 17:09:51.51;0;;;
25132691;586;4;2020-09-20 16:48:47.47;;0;3;
25132681;586;4;2020-09-20 16:48:39.39;0;;;
25132409;2653;4;2020-09-20 16:44:00.00;;0;13;
25132399;2653;4;2020-09-20 16:43:53.53;0;;;
25131622;2659;4;2020-09-20 16:32:30.30;;0;12;
25131613;2659;4;2020-09-20 16:32:24.24;0;;;
25131480;2656;4;2020-09-20 16:30:41.41;;0;5;
25131471;2656;4;2020-09-20 16:30:36.36;0;;;
25131357;587;4;2020-09-20 16:28:40.40;0;;;
25131123;2658;4;2020-09-20 16:24:49.49;;0;4;
25131116;2658;4;2020-09-20 16:24:45.45;0;;;
25130689;2654;4;2020-09-20 16:18:44.44;0;;;
25130373;2652;4;2020-09-20 16:13:50.50;;0;10;
25130237;2652;4;2020-09-20 16:12:31.31;;0;10;
25130202;2652;4;2020-09-20 16:11:58.58;0;;;
25130071;2657;4;2020-09-20 16:10:06.06;0;;;
25130026;2652;4;2020-09-20 16:09:30.30;;0;10;
25130023;2652;4;2020-09-20 16:09:25.25;0;;;
25128683;586;4;2020-09-20 15:48:37.37;;0;3;
25128479;2653;4;2020-09-20 15:45:01.01;;0;13;
25128472;2653;4;2020-09-20 15:44:54.54;0;;;
25127998;2656;4;2020-09-20 15:37:22.22;0;;;
25127785;2659;4;2020-09-20 15:34:06.06;;0;12;
25127781;2659;4;2020-09-20 15:34:00.00;0;;;
25127595;2656;4;2020-09-20 15:31:38.38;;0;5;
25127575;2656;4;2020-09-20 15:31:32.32;0;;;
25127355;587;4;2020-09-20 15:28:16.16;;0;1;
25127346;587;4;2020-09-20 15:28:09.09;0;;;
25127144;2658;4;2020-09-20 15:25:01.01;0;;;
25127053;2658;4;2020-09-20 15:23:48.48;;0;4;
25127047;2658;4;2020-09-20 15:23:43.43;0;;;
25126767;2654;4;2020-09-20 15:20:30.30;;0;6;
25126174;2652;4;2020-09-20 15:11:52.52;0;;;
25126171;2657;4;2020-09-20 15:11:49.49;;0;1;
25126045;2657;4;2020-09-20 15:10:17.17;;0;1;
25126030;2657;4;2020-09-20 15:10:09.09;0;;;
25125962;2652;4;2020-09-20 15:09:01.01;;0;10;
25125956;2652;4;2020-09-20 15:08:57.57;0;;;
25124553;586;4;2020-09-20 14:48:24.24;;0;3;
25124550;586;4;2020-09-20 14:48:19.19;0;;;
25124430;2653;4;2020-09-20 14:46:05.05;;0;13;
25124423;2653;4;2020-09-20 14:45:58.58;0;;;
25123719;2659;4;2020-09-20 14:35:40.40;;0;12;
25123711;2659;4;2020-09-20 14:35:33.33;0;;;
25123470;2656;4;2020-09-20 14:32:34.34;;0;5;
25123460;2656;4;2020-09-20 14:32:27.27;0;;;
25123228;587;4;2020-09-20 14:29:08.08;0;;;
25123150;587;4;2020-09-20 14:27:37.37;0;;;
25122977;2654;4;2020-09-20 14:24:43.43;;0;6;
25122941;2654;4;2020-09-20 14:24:07.07;0;;;
25122816;2658;4;2020-09-20 14:22:47.47;;0;4;
25122804;2658;4;2020-09-20 14:22:39.39;0;;;
25122765;2654;4;2020-09-20 14:22:02.02;;0;6;
25122755;2654;4;2020-09-20 14:21:55.55;0;;;
25121973;2657;4;2020-09-20 14:10:36.36;;0;0;
25121952;2657;4;2020-09-20 14:10:23.23;;0;0;
25121941;2657;4;2020-09-20 14:10:16.16;0;;;
25121833;2652;4;2020-09-20 14:08:34.34;;0;10;
25121827;2652;4;2020-09-20 14:08:27.27;0;;;
25120494;586;4;2020-09-20 13:48:13.13;;0;3;
25120431;2653;4;2020-09-20 13:47:10.10;;0;13;
25120425;2653;4;2020-09-20 13:47:02.02;0;;;
25119776;2659;4;2020-09-20 13:37:15.15;;0;12;
25119767;2659;4;2020-09-20 13:37:09.09;0;;;
25119518;2656;4;2020-09-20 13:33:30.30;;0;5;
25119506;2656;4;2020-09-20 13:33:24.24;0;;;
25119189;2654;4;2020-09-20 13:29:19.19;0;;;
25119101;2654;4;2020-09-20 13:27:41.41;0;;;
25119073;587;4;2020-09-20 13:27:06.06;0;;;
25118832;2654;4;2020-09-20 13:23:29.29;0;;;
25118698;2658;4;2020-09-20 13:21:45.45;;0;4;
25118677;2658;4;2020-09-20 13:21:38.38;0;;;
25118280;2652;4;2020-09-20 13:15:06.06;;0;10;
25117922;2657;4;2020-09-20 13:10:32.32;;0;1;
25117905;2657;4;2020-09-20 13:10:26.26;0;;;
25117899;2652;4;2020-09-20 13:10:18.18;;0;10;
25117755;2652;4;2020-09-20 13:07:52.52;0;;;
25116452;2653;4;2020-09-20 12:48:13.13;;0;13;
25116444;2653;4;2020-09-20 12:48:08.08;0;;;
25116437;586;4;2020-09-20 12:48:02.02;;0;4;
25116429;586;4;2020-09-20 12:47:55.55;0;;;
25115811;2659;4;2020-09-20 12:38:51.51;;0;12;
25115807;2659;4;2020-09-20 12:38:45.45;0;;;
25115538;2656;4;2020-09-20 12:34:27.27;;0;5;
25115528;2656;4;2020-09-20 12:34:21.21;0;;;
25115026;587;4;2020-09-20 12:26:45.45;;0;1;
25115010;587;4;2020-09-20 12:26:35.35;0;;;
25114938;2654;4;2020-09-20 12:25:09.09;0;;;
25114605;2658;4;2020-09-20 12:20:43.43;;0;4;
25114598;2658;4;2020-09-20 12:20:36.36;0;;;
25113951;2657;4;2020-09-20 12:10:39.39;;0;1;
25113948;2657;4;2020-09-20 12:10:34.34;0;;;
25113767;2652;4;2020-09-20 12:07:36.36;;0;11;
25113746;2652;4;2020-09-20 12:07:24.24;0;;;
25112629;2653;4;2020-09-20 11:50:52.52;;0;13;
25112626;2653;4;2020-09-20 11:50:51.51;0;;;
25112602;586;4;2020-09-20 11:50:31.31;;0;3;
25112527;2653;4;2020-09-20 11:49:18.18;;0;13;
25112507;2653;4;2020-09-20 11:49:11.11;0;;;
25112427;586;4;2020-09-20 11:47:51.51;;0;3;
25111956;2659;4;2020-09-20 11:41:07.07;;0;12;
25111888;2659;4;2020-09-20 11:40:20.20;0;;;
25111615;2656;4;2020-09-20 11:36:27.27;;0;5;
25111614;2656;4;2020-09-20 11:36:26.26;0;;;
25111595;2656;4;2020-09-20 11:35:58.58;;0;5;
25110933;587;4;2020-09-20 11:26:11.11;;0;1;
25110464;2658;4;2020-09-20 11:19:41.41;;0;4;
25110462;2658;4;2020-09-20 11:19:34.34;0;;;
25109838;2657;4;2020-09-20 11:10:47.47;;0;1;
25109834;2657;4;2020-09-20 11:10:40.40;0;;;
25109596;2652;4;2020-09-20 11:07:00.00;;0;10;
25109590;2652;4;2020-09-20 11:06:50.50;0;;;
25108535;2657;4;2020-09-20 10:51:03.03;0;;;
25108466;2653;4;2020-09-20 10:50:22.22;;0;13;
25108464;2653;4;2020-09-20 10:50:18.18;0;;;
25108294;586;4;2020-09-20 10:47:35.35;0;;;
25107894;2659;4;2020-09-20 10:41:58.58;;0;12;
25107878;2659;4;2020-09-20 10:41:51.51;0;;;
25107624;2656;4;2020-09-20 10:38:11.11;0;;;
25107548;2656;4;2020-09-20 10:36:59.59;0;;;
25107513;2656;4;2020-09-20 10:36:19.19;;0;5;
25107504;2656;4;2020-09-20 10:36:13.13;0;;;
25106958;2654;4;2020-09-20 10:28:49.49;0;;;
25106926;2654;4;2020-09-20 10:28:15.15;0;;;
25106781;587;4;2020-09-20 10:25:33.33;0;;;
25106238;2658;4;2020-09-20 10:18:33.33;0;;;
25105827;2657;4;2020-09-20 10:12:38.38;;0;1;
25105815;2657;4;2020-09-20 10:12:34.34;0;;;
25105687;2657;4;2020-09-20 10:10:46.46;0;;;
25105500;2652;4;2020-09-20 10:08:06.06;;0;11;
25105480;2652;4;2020-09-20 10:07:46.46;0;;;
25105461;2652;4;2020-09-20 10:07:25.25;0;;;
25104383;2653;4;2020-09-20 09:51:25.25;;0;13;
25104377;2653;4;2020-09-20 09:51:20.20;0;;;
25104136;586;4;2020-09-20 09:47:29.29;;0;4;
25104126;586;4;2020-09-20 09:47:22.22;0;;;
25103891;2659;4;2020-09-20 09:43:33.33;;0;12;
25103887;2659;4;2020-09-20 09:43:29.29;0;;;
25103449;2656;4;2020-09-20 09:37:18.18;;0;5;
25103438;2656;4;2020-09-20 09:37:12.12;0;;;
25102943;2654;4;2020-09-20 09:30:01.01;;0;7;
25102650;587;4;2020-09-20 09:25:17.17;;0;1;
25102633;587;4;2020-09-20 09:25:02.02;0;;;
25102100;2658;4;2020-09-20 09:17:40.40;;0;4;
25102090;2658;4;2020-09-20 09:17:31.31;0;;;
25101393;2652;4;2020-09-20 09:07:10.10;0;;;
25101307;2652;4;2020-09-20 09:05:58.58;;0;10;
25101302;2652;4;2020-09-20 09:05:50.50;0;;;
25100367;2653;4;2020-09-20 08:52:29.29;;0;13;
25100350;2653;4;2020-09-20 08:52:23.23;0;;;
25099992;586;4;2020-09-20 08:47:19.19;;0;3;
25099985;586;4;2020-09-20 08:47:13.13;0;;;
25099905;2659;4;2020-09-20 08:45:34.34;;0;12;
25099902;2659;4;2020-09-20 08:45:33.33;0;;;
25099885;2659;4;2020-09-20 08:45:08.08;;0;12;
25099438;2656;4;2020-09-20 08:38:44.44;;0;5;
25099437;2656;4;2020-09-20 08:38:41.41;0;;;
25098975;2654;4;2020-09-20 08:31:24.24;0;;;
25098523;587;4;2020-09-20 08:24:37.37;;0;1;
25098520;587;4;2020-09-20 08:24:30.30;0;;;
25097987;2658;4;2020-09-20 08:16:37.37;;0;4;
25097984;2658;4;2020-09-20 08:16:31.31;0;;;
25097808;2652;4;2020-09-20 08:13:35.35;;0;10;
25097318;2652;4;2020-09-20 08:05:27.27;;0;10;
25097314;2652;4;2020-09-20 08:05:23.23;0;;;
25096547;2653;4;2020-09-20 07:53:31.31;;0;13;
25096541;2653;4;2020-09-20 07:53:24.24;0;;;
25096088;586;4;2020-09-20 07:47:13.13;;0;3;
25096087;586;4;2020-09-20 07:47:12.12;0;;;
25096069;586;4;2020-09-20 07:46:58.58;0;;;
25096057;2659;4;2020-09-20 07:46:45.45;;0;12;
25096054;2659;4;2020-09-20 07:46:41.41;0;;;
25095627;2656;4;2020-09-20 07:40:26.26;0;;;
25095554;2656;4;2020-09-20 07:39:10.10;0;;;
25095553;2656;4;2020-09-20 07:39:10.10;;0;5;
25095543;2656;4;2020-09-20 07:39:04.04;0;;;
25094622;587;4;2020-09-20 07:24:07.07;;0;1;
25094619;587;4;2020-09-20 07:24:00.00;0;;;
25094089;2658;4;2020-09-20 07:15:28.28;0;;;
25093754;2657;4;2020-09-20 07:11:11.11;;0;0;
25093451;2652;4;2020-09-20 07:06:39.39;0;;;
25093357;2652;4;2020-09-20 07:05:03.03;;0;10;
25093340;2652;4;2020-09-20 07:04:54.54;0;;;
25092646;2653;4;2020-09-20 06:54:32.32;;0;13;
25092636;2653;4;2020-09-20 06:54:26.26;0;;;
25092492;2656;4;2020-09-20 06:52:33.33;0;;;
25092167;2659;4;2020-09-20 06:48:17.17;;0;12;
25092161;2659;4;2020-09-20 06:48:13.13;0;;;
25092085;586;4;2020-09-20 06:46:53.53;;0;3;
25092080;586;4;2020-09-20 06:46:47.47;0;;;
25091572;2656;4;2020-09-20 06:40:07.07;;0;5;
25091242;2654;4;2020-09-20 06:34:44.44;;0;6;
25090443;587;4;2020-09-20 06:23:34.34;;0;1;
25089810;2658;4;2020-09-20 06:14:36.36;;0;4;
25089805;2658;4;2020-09-20 06:14:28.28;0;;;
25089357;2652;4;2020-09-20 06:08:52.52;;0;10;
25089318;2652;4;2020-09-20 06:08:16.16;0;;;
25089100;2652;4;2020-09-20 06:04:36.36;;0;10;
25089092;2652;4;2020-09-20 06:04:30.30;0;;;
25089010;2654;4;2020-09-20 06:03:12.12;;0;7;
25088457;2653;4;2020-09-20 05:55:32.32;;0;13;
25088450;2653;4;2020-09-20 05:55:27.27;0;;;
25088006;2659;4;2020-09-20 05:49:54.54;;0;12;
25088002;2659;4;2020-09-20 05:49:47.47;0;;;
25087926;2656;4;2020-09-20 05:48:33.33;;0;5;
25087874;2656;4;2020-09-20 05:47:30.30;0;;;
25087810;586;4;2020-09-20 05:46:38.38;;0;3;
25087803;586;4;2020-09-20 05:46:30.30;0;;;
25087407;2656;4;2020-09-20 05:41:02.02;;0;5;
25087397;2656;4;2020-09-20 05:40:56.56;0;;;
25086140;587;4;2020-09-20 05:23:01.01;;0;1;
25086124;587;4;2020-09-20 05:22:54.54;0;;;
25085463;2658;4;2020-09-20 05:13:37.37;;0;4;
25085453;2658;4;2020-09-20 05:13:27.27;0;;;
25084801;2652;4;2020-09-20 05:04:15.15;;0;10;
25084231;2653;4;2020-09-20 04:56:31.31;;0;13;
25084226;2653;4;2020-09-20 04:56:25.25;0;;;
25083857;2659;4;2020-09-20 04:51:32.32;;0;12;
25083834;2656;4;2020-09-20 04:51:10.10;;0;5;
25083725;2656;4;2020-09-20 04:49:56.56;;0;5;
25083616;2656;4;2020-09-20 04:47:58.58;0;;;
25083514;586;4;2020-09-20 04:46:22.22;;0;3;
25083508;586;4;2020-09-20 04:46:15.15;0;;;
25083191;2656;4;2020-09-20 04:42:01.01;;0;5;
25083183;2656;4;2020-09-20 04:41:53.53;0;;;
25082911;2654;4;2020-09-20 04:37:59.59;;0;7;
25082909;2654;4;2020-09-20 04:37:54.54;0;;;
25081844;587;4;2020-09-20 04:22:28.28;;0;1;
25081175;2658;4;2020-09-20 04:12:34.34;;0;4;
25081161;2658;4;2020-09-20 04:12:27.27;0;;;
25081124;2657;4;2020-09-20 04:12:07.07;;0;0;
25081060;2657;4;2020-09-20 04:11:20.20;;0;0;
25081053;2657;4;2020-09-20 04:11:15.15;0;;;
25080561;2652;4;2020-09-20 04:03:52.52;;0;10;
25080556;2652;4;2020-09-20 04:03:44.44;0;;;
25080088;2653;4;2020-09-20 03:57:29.29;;0;13;
25080073;2653;4;2020-09-20 03:57:23.23;0;;;
25079792;2659;4;2020-09-20 03:53:07.07;;0;12;
25079301;586;4;2020-09-20 03:46:06.06;;0;3;
25079298;586;4;2020-09-20 03:45:59.59;0;;;
25079123;2653;4;2020-09-20 03:43:36.36;;0;13;
25079059;2656;4;2020-09-20 03:42:56.56;;0;5;
25079045;2656;4;2020-09-20 03:42:48.48;0;;;
25077704;2652;4;2020-09-20 03:23:46.46;;0;10;
25077616;2652;4;2020-09-20 03:22:37.37;0;;;
25077556;587;4;2020-09-20 03:21:56.56;;0;1;
25077540;587;4;2020-09-20 03:21:48.48;0;;;
25076851;2658;4;2020-09-20 03:11:34.34;;0;4;
25076840;2658;4;2020-09-20 03:11:27.27;0;;;
25076837;2657;4;2020-09-20 03:11:23.23;;0;0;
25076821;2657;4;2020-09-20 03:11:15.15;0;;;
25076551;2656;4;2020-09-20 03:06:54.54;0;;;
25076312;2652;4;2020-09-20 03:03:30.30;0;;;
25075941;2653;4;2020-09-20 02:58:28.28;;0;13;
25075929;2653;4;2020-09-20 02:58:22.22;0;;;
25075693;2659;4;2020-09-20 02:54:40.40;;0;12;
25075678;2659;4;2020-09-20 02:54:32.32;0;;;
25075069;586;4;2020-09-20 02:45:51.51;;0;3;
25075062;586;4;2020-09-20 02:45:44.44;0;;;
25074924;2656;4;2020-09-20 02:43:53.53;;0;5;
25074918;2656;4;2020-09-20 02:43:47.47;0;;;
25074709;2654;4;2020-09-20 02:41:07.07;0;;;
25074660;2658;4;2020-09-20 02:40:14.14;;0;4;
25073267;587;4;2020-09-20 02:21:15.15;0;;;
25073195;2652;4;2020-09-20 02:20:13.13;;0;10;
25073120;2652;4;2020-09-20 02:19:20.20;0;;;
25072644;2657;4;2020-09-20 02:12:05.05;0;;;
25072589;2657;4;2020-09-20 02:11:18.18;0;;;
25072525;2658;4;2020-09-20 02:10:34.34;;0;4;
25072515;2658;4;2020-09-20 02:10:27.27;0;;;
25072017;2652;4;2020-09-20 02:03:08.08;;0;10;
25072010;2652;4;2020-09-20 02:03:02.02;0;;;
25071692;2653;4;2020-09-20 01:59:26.26;;0;13;
25071673;2653;4;2020-09-20 01:59:18.18;0;;;
25071527;2654;4;2020-09-20 01:56:37.37;0;;;
25071502;2659;4;2020-09-20 01:56:15.15;;0;12;
25071496;2659;4;2020-09-20 01:56:08.08;0;;;
25070766;586;4;2020-09-20 01:45:35.35;;0;3;
25070759;586;4;2020-09-20 01:45:29.29;0;;;
25070712;2656;4;2020-09-20 01:44:49.49;;0;5;
25070707;2656;4;2020-09-20 01:44:43.43;0;;;
25070571;2654;4;2020-09-20 01:42:54.54;;0;6;
25070562;2654;4;2020-09-20 01:42:45.45;0;;;
25068998;587;4;2020-09-20 01:20:51.51;;0;1;
25068989;587;4;2020-09-20 01:20:45.45;0;;;
25068505;2652;4;2020-09-20 01:13:14.14;;0;10;
25068434;2652;4;2020-09-20 01:12:04.04;;0;10;
25068354;2657;4;2020-09-20 01:11:19.19;0;;;
25068284;2652;4;2020-09-20 01:10:18.18;;0;10;
25068219;2652;4;2020-09-20 01:09:40.40;0;;;
25068212;2658;4;2020-09-20 01:09:34.34;;0;4;
25068208;2658;4;2020-09-20 01:09:27.27;0;;;
25067773;2652;4;2020-09-20 01:02:43.43;;0;10;
25067760;2652;4;2020-09-20 01:02:37.37;0;;;
25067580;2653;4;2020-09-20 01:00:25.25;;0;13;
25067576;2653;4;2020-09-20 01:00:17.17;0;;;
25067524;2656;4;2020-09-20 00:59:46.46;;0;5;
25067448;2656;4;2020-09-20 00:58:36.36;0;;;
25067394;2659;4;2020-09-20 00:57:50.50;;0;12;
25067386;2659;4;2020-09-20 00:57:43.43;0;;;
25067372;2654;4;2020-09-20 00:57:18.18;;0;6;
25066522;2656;4;2020-09-20 00:45:44.44;;0;5;
25066517;2656;4;2020-09-20 00:45:38.38;0;;;
25066495;586;4;2020-09-20 00:45:21.21;;0;3;
25066490;586;4;2020-09-20 00:45:14.14;0;;;
25066436;2654;4;2020-09-20 00:44:31.31;;0;6;
25065533;2658;4;2020-09-20 00:32:09.09;0;;;
25064912;2652;4;2020-09-20 00:23:12.12;;0;10;
25064851;2652;4;2020-09-20 00:22:26.26;0;;;
25064747;2658;4;2020-09-20 00:21:19.19;;0;4;
25064671;587;4;2020-09-20 00:20:18.18;;0;1;
25064669;587;4;2020-09-20 00:20:13.13;0;;;
25064036;2657;4;2020-09-20 00:11:31.31;;0;0;
25064027;2657;4;2020-09-20 00:11:22.22;0;;;
25063874;2658;4;2020-09-20 00:09:11.11;0;;;
25063835;2658;4;2020-09-20 00:08:34.34;;0;4;
25063834;2658;4;2020-09-20 00:08:29.29;0;;;
25063660;2656;4;2020-09-20 00:05:38.38;0;;;
25063620;2654;4;2020-09-20 00:05:02.02;0;;;
25063408;2652;4;2020-09-20 00:02:21.21;;0;10;
25063389;2652;4;2020-09-20 00:02:13.13;0;;;
25063323;2653;4;2020-09-20 00:01:24.24;;0;13;
25063313;2653;4;2020-09-20 00:01:16.16;0;;;
25063165;2659;4;2020-09-19 23:59:26.26;;0;12;
25063158;2659;4;2020-09-19 23:59:20.20;0;;;
25062305;2656;4;2020-09-19 23:46:42.42;;0;5;
25062300;2656;4;2020-09-19 23:46:36.36;0;;;
25062251;2654;4;2020-09-19 23:46:06.06;;0;6;
25062245;2654;4;2020-09-19 23:45:59.59;0;;;
25062191;586;4;2020-09-19 23:45:07.07;;0;3;
25062179;586;4;2020-09-19 23:45:00.00;0;;;
25059954;2658;4;2020-09-19 23:14:01.01;0;;;
25059735;2657;4;2020-09-19 23:11:25.25;0;;;
25059490;2652;4;2020-09-19 23:07:52.52;;0;10;
25059478;2658;4;2020-09-19 23:07:34.34;;0;4;
25059473;2658;4;2020-09-19 23:07:27.27;0;;;
25059467;2652;4;2020-09-19 23:07:12.12;0;;;
25059150;2653;4;2020-09-19 23:02:23.23;;0;13;
