index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,dinc,dinc_cum,growth_cum
17754,17755,218A0153,Tilia cordata,2019-07-06 13:00:00,,,,,,
17755,17756,218A0153,Tilia cordata,2019-07-06 14:00:00,,,,,,
17756,17757,218A0153,Tilia cordata,2019-07-06 15:00:00,,,,,,
17757,17758,218A0153,Tilia cordata,2019-07-06 16:00:00,,,,,,
17758,17759,218A0153,Tilia cordata,2019-07-06 17:00:00,,,,,,
17759,17760,218A0153,Tilia cordata,2019-07-06 18:00:00,,,,,,
17760,17761,218A0153,Tilia cordata,2019-07-06 19:00:00,2.76658406091142,1.46476188630244,1.93346752646016,-1.19838190799853,-1.19838190799853,0.007762464767074006
17761,17762,218A0153,Tilia cordata,2019-07-06 20:00:00,,,,-1.19838190799853,-2.39676381599706,0.015524929534148012
17762,17763,218A0153,Tilia cordata,2019-07-06 21:00:00,2.93487413349314,0.993062780855932,0.373577544668963,-1.03009183541681,-3.42685565141387,0.022197302945248763
17763,17764,218A0153,Tilia cordata,2019-07-06 22:00:00,2.82196924986926,1.50089096597843,0.0,-1.1429967190406898,-4.56985237045456,0.029601012648487565
17764,17765,218A0153,Tilia cordata,2019-07-06 23:00:00,,,,-1.1429967190406898,-5.712849089495251,0.03700472235172637
17765,17766,218A0153,Tilia cordata,2019-07-07 00:00:00,2.77185868289187,-1.72610622226868,1.26878944485557,-1.1931072860180798,-6.90595637551333,0.04473302099278528
17766,17767,218A0153,Tilia cordata,2019-07-07 01:00:00,2.77522982806131,-1.38971871143453,0.51331845547978,-1.1897361408486398,-8.09569251636197,0.052439483193033626
17767,17768,218A0153,Tilia cordata,2019-07-07 02:00:00,,,,-1.1897361408486398,-9.285428657210609,0.06014594539328197
17768,17769,218A0153,Tilia cordata,2019-07-07 03:00:00,2.7469506370241,-1.38971871143453,0.306439491333778,-1.2180153318858498,-10.503443989096459,0.0680355847782012
17769,17770,218A0153,Tilia cordata,2019-07-07 04:00:00,2.77359947629641,-1.38971871143453,0.0,-1.19136649261354,-11.694810481709998,0.07575260750848468
17770,17771,218A0153,Tilia cordata,2019-07-07 05:00:00,,,,-1.19136649261354,-12.886176974323538,0.08346963023876815
17771,17772,218A0153,Tilia cordata,2019-07-07 06:00:00,,,,-1.19136649261354,-14.077543466937078,0.09118665296905162
17772,17773,218A0153,Tilia cordata,2019-07-07 07:00:00,,,,-1.19136649261354,-15.268909959550617,0.0989036756993351
17773,17774,218A0153,Tilia cordata,2019-07-07 08:00:00,,,,-1.19136649261354,-16.46027645216416,0.10662069842961858
17774,17775,218A0153,Tilia cordata,2019-07-07 09:00:00,,,,-1.19136649261354,-17.6516429447777,0.11433772115990207
17775,17776,218A0153,Tilia cordata,2019-07-07 10:00:00,,,,-1.19136649261354,-18.84300943739124,0.12205474389018553
17776,17777,218A0153,Tilia cordata,2019-07-07 11:00:00,,,,-1.19136649261354,-20.034375930004778,0.129771766620469
17777,17778,218A0153,Tilia cordata,2019-07-07 12:00:00,,,,-1.19136649261354,-21.225742422618318,0.13748878935075248
17778,17779,218A0153,Tilia cordata,2019-07-07 13:00:00,,,,-1.19136649261354,-22.417108915231857,0.14520581208103597
17779,17780,218A0153,Tilia cordata,2019-07-07 14:00:00,,,,-1.19136649261354,-23.608475407845397,0.1529228348113194
17780,17781,218A0153,Tilia cordata,2019-07-07 15:00:00,,,,-1.19136649261354,-24.799841900458937,0.1606398575416029
17781,17782,218A0153,Tilia cordata,2019-07-07 16:00:00,,,,-1.19136649261354,-25.991208393072476,0.16835688027188636
17782,17783,218A0153,Tilia cordata,2019-07-07 17:00:00,,,,-1.19136649261354,-27.182574885686016,0.17607390300216985
17783,17784,218A0153,Tilia cordata,2019-07-07 18:00:00,,,,-1.19136649261354,-28.373941378299556,0.18379092573245331
17784,17785,218A0153,Tilia cordata,2019-07-07 19:00:00,,,,-1.19136649261354,-29.565307870913095,0.19150794846273678
17785,17786,218A0153,Tilia cordata,2019-07-07 20:00:00,,,,-1.19136649261354,-30.756674363526635,0.19922497119302027
17786,17787,218A0153,Tilia cordata,2019-07-07 21:00:00,,,,-1.19136649261354,-31.948040856140175,0.20694199392330373
17787,17788,218A0153,Tilia cordata,2019-07-07 22:00:00,,,,-1.19136649261354,-33.139407348753714,0.21465901665358722
17788,17789,218A0153,Tilia cordata,2019-07-07 23:00:00,,,,-1.19136649261354,-34.330773841367254,0.22237603938387068
17789,17790,218A0153,Tilia cordata,2019-07-08 00:00:00,,,,-1.19136649261354,-35.52214033398079,0.23009306211415415
17790,17791,218A0153,Tilia cordata,2019-07-08 01:00:00,,,,-1.19136649261354,-36.71350682659433,0.23781008484443764
