index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,dinc,dinc_cum,growth_cum
23672,23673,218A0210,Betula pendula,2019-07-06 13:00:00,,,,,,
23673,23674,218A0210,Betula pendula,2019-07-06 14:00:00,,,,,,
23674,23675,218A0210,Betula pendula,2019-07-06 15:00:00,,,,,,
23675,23676,218A0210,Betula pendula,2019-07-06 16:00:00,,,,,,
23676,23677,218A0210,Betula pendula,2019-07-06 17:00:00,,,,,,
23677,23678,218A0210,Betula pendula,2019-07-06 18:00:00,5.53242857118334,0.263917192663545,1.544369233493,-0.6179798014598301,-0.6179798014598301,0.0008344495901526924
23678,23679,218A0210,Betula pendula,2019-07-06 19:00:00,5.37119646764751,0.269124457554649,0.858577809190053,-0.7792119049956598,-1.39719170645549,0.0018866086627142122
23679,23680,218A0210,Betula pendula,2019-07-06 20:00:00,,,,-0.7792119049956598,-2.17640361145115,0.002938767735275732
23680,23681,218A0210,Betula pendula,2019-07-06 21:00:00,5.77921522575278,,0.0,-0.3711931468903904,-2.54759675834154,0.0034399847144690365
23681,23682,218A0210,Betula pendula,2019-07-06 22:00:00,5.64053848425135,0.85051448515317,0.0576978198775263,-0.5098698883918198,-3.05746664673336,0.004128454982258864
23682,23683,218A0210,Betula pendula,2019-07-06 23:00:00,,,,-0.5098698883918198,-3.56733653512518,0.004816925250048691
23683,23684,218A0210,Betula pendula,2019-07-07 00:00:00,5.71598774642796,-1.97859353389842,0.211044257057331,-0.4344206262152106,-4.00175716134039,0.0054035174212536926
23684,23685,218A0210,Betula pendula,2019-07-07 01:00:00,5.83419825988277,-1.38971871143453,0.211044257057331,-0.3162101127604,-4.31796727410079,0.005830491568906647
23685,23686,218A0210,Betula pendula,2019-07-07 02:00:00,,,,-0.3162101127604,-4.63417738686119,0.0062574657165596
23686,23687,218A0210,Betula pendula,2019-07-07 03:00:00,5.78138456298487,-1.39400467154056,0.410609729888755,-0.36902380965829984,-5.00320119651949,0.0067557534696520765
23687,23688,218A0210,Betula pendula,2019-07-07 04:00:00,5.77596953329021,,0.0,-0.3744388393529601,-5.37764003587245,0.0072613530625469215
23688,23689,218A0210,Betula pendula,2019-07-07 05:00:00,,,,-0.3744388393529601,-5.75207887522541,0.0077669526554417665
23689,23690,218A0210,Betula pendula,2019-07-07 06:00:00,,,,-0.3744388393529601,-6.1265177145783705,0.00827255224833661
23690,23691,218A0210,Betula pendula,2019-07-07 07:00:00,,,,-0.3744388393529601,-6.5009565539313305,0.008778151841231457
23691,23692,218A0210,Betula pendula,2019-07-07 08:00:00,,,,-0.3744388393529601,-6.875395393284291,0.009283751434126302
23692,23693,218A0210,Betula pendula,2019-07-07 09:00:00,,,,-0.3744388393529601,-7.249834232637251,0.009789351027021147
