index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,dinc,dinc_cum,growth_cum
38467,38468,218A0277,Larix sibirica,2019-07-06 13:00:00,,,,,,
38468,38469,218A0277,Larix sibirica,2019-07-06 14:00:00,,,,,,
38469,38470,218A0277,Larix sibirica,2019-07-06 15:00:00,,,,,,
38470,38471,218A0277,Larix sibirica,2019-07-06 16:00:00,,,,,,
38471,38472,218A0277,Larix sibirica,2019-07-06 17:00:00,,,,,,
38472,38473,218A0277,Larix sibirica,2019-07-06 18:00:00,4.42691528122772,0.478480783384577,0.441369701458783,-0.46790617890308006,-0.46790617890308006,0.00042992527649058363
38473,38474,218A0277,Larix sibirica,2019-07-06 19:00:00,4.48944841166146,0.580513273245576,0.108965659099322,-0.4053730484693405,-0.8732792273724206,0.0008023933647590046
38474,38475,218A0277,Larix sibirica,2019-07-06 20:00:00,,,,-0.4053730484693405,-1.278652275841761,0.0011748614530274256
38475,38476,218A0277,Larix sibirica,2019-07-06 21:00:00,4.51926364044436,0.69777976349823,0.108965659099322,-0.3755578196864402,-1.6542100955282013,0.0015199344756692957
38476,38477,218A0277,Larix sibirica,2019-07-06 22:00:00,4.46227348970786,1.11016107954384,0.0,-0.4325479704229407,-2.086758065951142,0.0019173716418453876
38477,38478,218A0277,Larix sibirica,2019-07-06 23:00:00,,,,-0.4325479704229407,-2.5193060363740827,0.0023148088080214794
38478,38479,218A0277,Larix sibirica,2019-07-07 00:00:00,4.5678399117561,-1.80572098792782,0.680075950050668,-0.3269815483747003,-2.846287584748783,0.002615248594736565
38479,38480,218A0277,Larix sibirica,2019-07-07 01:00:00,4.52737702544073,,0.0867301358051673,-0.3674444346900705,-3.2137320194388534,0.0029528668124514817
38480,38481,218A0277,Larix sibirica,2019-07-07 02:00:00,,,,-0.3674444346900705,-3.581176454128924,0.0032904850301663986
38481,38482,218A0277,Larix sibirica,2019-07-07 03:00:00,4.59526545488639,-1.39400467154056,0.207504130070865,-0.2995560052444102,-3.880732459373334,0.003565725461231093
38482,38483,218A0277,Larix sibirica,2019-07-07 04:00:00,4.57308775974675,-1.38971871143453,0.0,-0.32173370038405036,-4.2024661597573845,0.003861343378520026
38483,38484,218A0277,Larix sibirica,2019-07-07 05:00:00,,,,-0.32173370038405036,-4.524199860141435,0.004156961295808959
38484,38485,218A0277,Larix sibirica,2019-07-07 06:00:00,,,,-0.32173370038405036,-4.845933560525485,0.004452579213097892
38485,38486,218A0277,Larix sibirica,2019-07-07 07:00:00,,,,-0.32173370038405036,-5.1676672609095355,0.004748197130386825
38486,38487,218A0277,Larix sibirica,2019-07-07 08:00:00,,,,-0.32173370038405036,-5.489400961293586,0.0050438150476757575
38487,38488,218A0277,Larix sibirica,2019-07-07 09:00:00,,,,-0.32173370038405036,-5.811134661677636,0.0053394329649646905
38488,38489,218A0277,Larix sibirica,2019-07-07 10:00:00,,,,-0.32173370038405036,-6.132868362061687,0.005635050882253625
38489,38490,218A0277,Larix sibirica,2019-07-07 11:00:00,,,,-0.32173370038405036,-6.454602062445737,0.005930668799542558
38490,38491,218A0277,Larix sibirica,2019-07-07 12:00:00,,,,-0.32173370038405036,-6.776335762829787,0.006226286716831491
38491,38492,218A0277,Larix sibirica,2019-07-07 13:00:00,,,,-0.32173370038405036,-7.098069463213838,0.006521904634120424
38492,38493,218A0277,Larix sibirica,2019-07-07 14:00:00,,,,-0.32173370038405036,-7.419803163597888,0.006817522551409357
38493,38494,218A0277,Larix sibirica,2019-07-07 15:00:00,,,,-0.32173370038405036,-7.741536863981938,0.00711314046869829
38494,38495,218A0277,Larix sibirica,2019-07-07 16:00:00,,,,-0.32173370038405036,-8.06327056436599,0.007408758385987223
38495,38496,218A0277,Larix sibirica,2019-07-07 17:00:00,,,,-0.32173370038405036,-8.385004264750041,0.007704376303276157
38496,38497,218A0277,Larix sibirica,2019-07-07 18:00:00,,,,-0.32173370038405036,-8.706737965134092,0.007999994220565092
38497,38498,218A0277,Larix sibirica,2019-07-07 19:00:00,4.034069779305,,2.94001715384762,-0.8607516808258007,-9.567489645959892,0.008790876925376346
38498,38499,218A0277,Larix sibirica,2019-07-07 20:00:00,,,,-0.8607516808258007,-10.428241326785692,0.0095817596301876
38499,38500,218A0277,Larix sibirica,2019-07-07 21:00:00,4.24092070384586,1.76615129532588,1.77356417302767,-0.6539007562849406,-11.082142083070632,0.01018258192345643
38500,38501,218A0277,Larix sibirica,2019-07-07 22:00:00,4.21700341897415,0.953172664280648,1.29059590376935,-0.6778180411566508,-11.759960124227284,0.010805380086621831
38501,38502,218A0277,Larix sibirica,2019-07-07 23:00:00,,,,-0.6778180411566508,-12.437778165383936,0.011428178249787231
38502,38503,218A0277,Larix sibirica,2019-07-08 00:00:00,4.30714398718367,,0.818054694620629,-0.5876774729471306,-13.025455638331067,0.011968152739195326
