index,Unnamed: 0,id,Species,time,inc,NDVIc,Flux,dinc,dinc_cum,growth_cum
35508,35509,218A0270,Tilia cordata,2019-07-06 13:00:00,,,,,,
35509,35510,218A0270,Tilia cordata,2019-07-06 14:00:00,,,,,,
35510,35511,218A0270,Tilia cordata,2019-07-06 15:00:00,,,,,,
35511,35512,218A0270,Tilia cordata,2019-07-06 16:00:00,,,,,,
35512,35513,218A0270,Tilia cordata,2019-07-06 17:00:00,,,,,,
35513,35514,218A0270,Tilia cordata,2019-07-06 18:00:00,,,,,,
35514,35515,218A0270,Tilia cordata,2019-07-06 19:00:00,,,,,,
35515,35516,218A0270,Tilia cordata,2019-07-06 20:00:00,,,,,,
35516,35517,218A0270,Tilia cordata,2019-07-06 21:00:00,,,,,,
35517,35518,218A0270,Tilia cordata,2019-07-06 22:00:00,,,,,,
35518,35519,218A0270,Tilia cordata,2019-07-06 23:00:00,,,,,,
35519,35520,218A0270,Tilia cordata,2019-07-07 00:00:00,,,,,,
35520,35521,218A0270,Tilia cordata,2019-07-07 01:00:00,,,,,,
35521,35522,218A0270,Tilia cordata,2019-07-07 02:00:00,,,,,,
35522,35523,218A0270,Tilia cordata,2019-07-07 03:00:00,,,,,,
35523,35524,218A0270,Tilia cordata,2019-07-07 04:00:00,,,,,,
35524,35525,218A0270,Tilia cordata,2019-07-07 05:00:00,,,,,,
35525,35526,218A0270,Tilia cordata,2019-07-07 06:00:00,,,,,,
35526,35527,218A0270,Tilia cordata,2019-07-07 07:00:00,,,,,,
35527,35528,218A0270,Tilia cordata,2019-07-07 08:00:00,,,,,,
35528,35529,218A0270,Tilia cordata,2019-07-07 09:00:00,4.0269399274563,0.823859174471585,0.625680225467823,-0.5413959012206302,-0.5413959012206302,0.0016711885470803319
35529,35530,218A0270,Tilia cordata,2019-07-07 10:00:00,4.10755507640846,1.04428651679105,0.625680225467829,-0.4607807522684704,-1.0021766534891006,0.0030935331089249458
35530,35531,218A0270,Tilia cordata,2019-07-07 11:00:00,,,,-0.4607807522684704,-1.462957405757571,0.00451587767076956
35531,35532,218A0270,Tilia cordata,2019-07-07 12:00:00,4.06787187870739,-1.99719764955615,0.491704459635782,-0.5004639499695402,-1.9634213557271112,0.006060716890146733
35532,35533,218A0270,Tilia cordata,2019-07-07 13:00:00,4.17728146414436,-1.39400467154056,0.491704459635784,-0.3910543645325699,-2.354475720259681,0.007267829049324832
35533,35534,218A0270,Tilia cordata,2019-07-07 14:00:00,,,,-0.3910543645325699,-2.745530084792251,0.008474941208502933
35534,35535,218A0270,Tilia cordata,2019-07-07 15:00:00,4.12334699293789,-1.39400467154056,0.367558782561613,-0.44498883573904013,-3.190518920531291,0.009848539058410995
35535,35536,218A0270,Tilia cordata,2019-07-07 16:00:00,4.11761102263547,-1.39400467154056,0.253827498062915,-0.45072480604146037,-3.6412437265727515,0.011239842782807919
35536,35537,218A0270,Tilia cordata,2019-07-07 17:00:00,,,,-0.45072480604146037,-4.091968532614212,0.012631146507204843
35537,35538,218A0270,Tilia cordata,2019-07-07 18:00:00,3.95045814630451,,1.25648352901837,-0.6178776823724199,-4.709846214986632,0.01453842010116677
35538,35539,218A0270,Tilia cordata,2019-07-07 19:00:00,3.97808019879207,,1.08454103561064,-0.5902556298848598,-5.300101844871492,0.016360429551717216
35539,35540,218A0270,Tilia cordata,2019-07-07 20:00:00,,,,-0.5902556298848598,-5.890357474756351,0.018182439002267663
35540,35541,218A0270,Tilia cordata,2019-07-07 21:00:00,4.0284561365015,,0.0,-0.5398796921754299,-6.430237166931781,0.01984894729376127
35541,35542,218A0270,Tilia cordata,2019-07-07 22:00:00,3.99941304820025,1.11126251056883,0.151660315772518,-0.5689227804766799,-6.999159947408462,0.021605106202172115
35542,35543,218A0270,Tilia cordata,2019-07-07 23:00:00,,,,-0.5689227804766799,-7.568082727885141,0.02336126511058295
35543,35544,218A0270,Tilia cordata,2019-07-08 00:00:00,4.04826025130581,-2.04669225571478,0.144775593364453,-0.5200755773711201,-8.088158305256261,0.02496664177959584
35544,35545,218A0270,Tilia cordata,2019-07-08 01:00:00,4.0931253455277,-1.39830603300639,0.24216143289348,-0.47521048314922965,-8.56336878840549,0.026433528239395366
35545,35546,218A0270,Tilia cordata,2019-07-08 02:00:00,,,,-0.47521048314922965,-9.03857927155472,0.02790041469919489
35546,35547,218A0270,Tilia cordata,2019-07-08 03:00:00,4.08735060338815,,0.144775593364451,-0.48098522528878007,-9.5195644968435,0.029385126714940077
35547,35548,218A0270,Tilia cordata,2019-07-08 04:00:00,4.18201772434438,-1.39400467154056,0.0607529869177329,-0.38631810433254987,-9.90588260117605,0.030577618918953345
35548,35549,218A0270,Tilia cordata,2019-07-08 05:00:00,,,,-0.38631810433254987,-10.292200705508598,0.03177011112296661
35549,35550,218A0270,Tilia cordata,2019-07-08 06:00:00,4.12838480679268,-1.38971871143453,0.0,-0.4399510218842497,-10.732151727392848,0.033128158177611056
35550,35551,218A0270,Tilia cordata,2019-07-08 07:00:00,4.06276892427914,,0.350452681292584,-0.5055669043977904,-11.237718631790639,0.034688749269097964
35551,35552,218A0270,Tilia cordata,2019-07-08 08:00:00,,,,-0.5055669043977904,-11.743285536188429,0.03624934036058488
35552,35553,218A0270,Tilia cordata,2019-07-08 09:00:00,4.143509227152,1.85814075219664,0.144775593364451,-0.4248266015249298,-12.168112137713358,0.037560701139938465
35553,35554,218A0270,Tilia cordata,2019-07-08 10:00:00,4.03071630987768,0.872399385925813,0.350452681292588,-0.5376195187992501,-12.705731656512608,0.03922023269619604
35554,35555,218A0270,Tilia cordata,2019-07-08 11:00:00,,,,-0.5376195187992501,-13.243351175311858,0.04087976425245362
35555,35556,218A0270,Tilia cordata,2019-07-08 12:00:00,3.8814643036204,0.912713165514771,0.876952046457184,-0.6868715250565298,-13.930222700368388,0.04300000901862573
35556,35557,218A0270,Tilia cordata,2019-07-08 13:00:00,3.82565765234356,0.859955804888804,0.350452681292588,-0.7426781763333699,-14.672900876701757,0.045292518547524134
35557,35558,218A0270,Tilia cordata,2019-07-08 14:00:00,,,,-0.7426781763333699,-15.415579053035128,0.047585028076422536
35558,35559,218A0270,Tilia cordata,2019-07-08 15:00:00,3.76118188081701,0.867584847476414,1.73548580806733,-0.8071539478599199,-16.222733000895047,0.05007656233139737
35559,35560,218A0270,Tilia cordata,2019-07-08 16:00:00,3.68553750035834,,1.3647420700183,-0.8827983283185898,-17.105531329213637,0.05280159673291654
