дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
08.04.2019 00:00:05 08.04.2019_03:00:05 003.82 -03.75 004.72 003.81 009.59 003.81 005.03 057 0995.81 1019.71 7 -0.70 02.39 188 05.21 05.61 02.32 197 ///// /// ///// ///// ///// /// 000.89 -00.44 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.636246 
08.04.2019 00:01:04 08.04.2019_03:01:04 003.81 -03.75 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 02.20 187 04.73 05.61 01.29 185 ///// /// ///// ///// ///// /// 000.89 -00.44 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.637687 
08.04.2019 00:02:04 08.04.2019_03:02:04 003.80 -03.75 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 01.96 185 04.73 05.61 02.00 187 ///// /// ///// ///// ///// /// 000.89 -00.44 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.637313 
08.04.2019 00:03:04 08.04.2019_03:03:04 003.79 -03.75 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 02.11 185 05.99 05.99 04.71 181 ///// /// ///// ///// ///// /// 000.89 -00.45 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.637237 
08.04.2019 00:04:04 08.04.2019_03:04:04 003.79 -03.75 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 02.19 185 05.99 05.99 03.82 183 ///// /// ///// ///// ///// /// 000.89 -00.46 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.638689 
08.04.2019 00:05:04 08.04.2019_03:05:04 003.79 -03.74 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 02.37 186 05.99 05.99 01.73 196 ///// /// ///// ///// ///// /// 000.89 -00.45 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.640896 
08.04.2019 00:06:04 08.04.2019_03:06:04 003.79 -03.73 004.72 003.81 009.59 003.81 005.03 057 0995.80 1019.70 7 -0.70 02.39 184 05.99 05.99 02.07 162 ///// /// ///// ///// ///// /// 000.88 -00.44 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.643397 
08.04.2019 00:07:04 08.04.2019_03:07:04 003.79 -03.73 004.72 003.81 009.59 003.81 005.03 058 0995.80 1019.70 7 -0.70 02.38 183 05.99 05.99 01.96 194 ///// /// ///// ///// ///// /// 000.88 -00.44 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.646160 
08.04.2019 00:08:04 08.04.2019_03:08:04 003.78 -03.72 004.72 003.81 009.59 003.81 005.03 058 0995.79 1019.69 7 -0.70 02.50 186 05.99 05.99 03.52 167 ///// /// ///// ///// ///// /// 000.88 -00.43 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.648180 
08.04.2019 00:09:04 08.04.2019_03:09:04 003.77 -03.71 004.72 003.81 009.59 003.81 005.03 058 0995.79 1019.69 7 -0.80 02.54 187 05.99 05.99 01.62 189 ///// /// ///// ///// ///// /// 000.88 -00.42 013.17 000.89 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.35 000.89 4.649871 
08.04.2019 00:10:04 08.04.2019_03:10:04 003.77 -03.71 004.62 003.77 009.59 003.77 005.05 058 0995.79 1019.70 7 -0.80 02.66 186 05.99 05.99 05.11 205 ///// /// ///// ///// ///// /// 000.88 -00.41 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.651756 
08.04.2019 00:11:04 08.04.2019_03:11:04 003.77 -03.71 004.62 003.77 009.59 003.77 005.05 058 0995.79 1019.70 7 -0.80 02.81 186 05.99 05.99 01.96 191 ///// /// ///// ///// ///// /// 000.88 -00.40 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.652190 
08.04.2019 00:12:04 08.04.2019_03:12:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.79 1019.70 7 -0.80 02.97 188 05.99 05.99 01.91 189 ///// /// ///// ///// ///// /// 000.88 -00.37 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.654743 
08.04.2019 00:13:04 08.04.2019_03:13:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.79 1019.69 7 -0.80 02.82 187 05.64 05.99 00.68 121 ///// /// ///// ///// ///// /// 000.88 -00.34 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.656138 
08.04.2019 00:14:04 08.04.2019_03:14:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.78 1019.68 7 -0.80 02.72 187 05.64 05.99 03.39 208 ///// /// ///// ///// ///// /// 000.88 -00.31 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.656416 
08.04.2019 00:15:04 08.04.2019_03:15:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.78 1019.68 7 -0.80 02.66 186 05.64 05.99 02.33 186 ///// /// ///// ///// ///// /// 000.88 -00.28 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.655958 
08.04.2019 00:16:05 08.04.2019_03:16:05 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.77 1019.67 7 -0.80 02.58 187 05.64 05.99 02.23 186 ///// /// ///// ///// ///// /// 000.88 -00.24 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.655949 
08.04.2019 00:17:05 08.04.2019_03:17:05 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.76 1019.66 7 -0.80 02.57 186 05.64 05.99 02.30 188 ///// /// ///// ///// ///// /// 000.88 -00.21 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.654959 
08.04.2019 00:18:04 08.04.2019_03:18:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.76 1019.66 7 -0.80 02.54 184 05.64 05.99 02.30 200 ///// /// ///// ///// ///// /// 000.88 -00.19 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.654542 
08.04.2019 00:19:04 08.04.2019_03:19:04 003.77 -03.70 004.62 003.77 009.59 003.77 005.05 058 0995.75 1019.65 7 -0.80 02.54 184 05.64 05.99 02.52 184 ///// /// ///// ///// ///// /// 000.89 -00.16 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.31 000.88 4.655050 
08.04.2019 00:20:05 08.04.2019_03:20:05 003.77 -03.70 004.56 003.77 009.59 003.77 005.06 058 0995.74 1019.64 7 -0.80 02.43 186 05.64 05.99 01.49 219 ///// /// ///// ///// ///// /// 000.89 -00.14 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.655163 
08.04.2019 00:21:04 08.04.2019_03:21:04 003.77 -03.70 004.56 003.77 009.59 003.77 005.06 058 0995.73 1019.63 7 -0.80 02.36 186 04.24 05.99 03.13 155 ///// /// ///// ///// ///// /// 000.89 -00.11 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.656744 
08.04.2019 00:22:04 08.04.2019_03:22:04 003.77 -03.69 004.56 003.77 009.59 003.77 005.06 058 0995.72 1019.62 7 -0.80 02.44 182 05.09 05.99 02.93 152 ///// /// ///// ///// ///// /// 000.90 -00.08 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.657156 
08.04.2019 00:23:04 08.04.2019_03:23:04 003.77 -03.69 004.56 003.77 009.59 003.77 005.06 058 0995.71 1019.61 7 -0.80 02.49 183 05.09 05.99 04.63 207 ///// /// ///// ///// ///// /// 000.90 -00.05 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.659644 
08.04.2019 00:24:04 08.04.2019_03:24:04 003.77 -03.68 004.56 003.77 009.59 003.77 005.06 058 0995.71 1019.61 7 -0.80 02.69 184 05.46 05.99 03.17 180 ///// /// ///// ///// ///// /// 000.91 -00.03 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.661378 
08.04.2019 00:25:04 08.04.2019_03:25:04 003.77 -03.67 004.56 003.77 009.59 003.77 005.06 058 0995.70 1019.60 7 -0.80 02.68 184 05.46 05.99 04.40 199 ///// /// ///// ///// ///// /// 000.91 -00.01 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.663890 
08.04.2019 00:26:04 08.04.2019_03:26:04 003.77 -03.67 004.56 003.77 009.59 003.77 005.06 058 0995.70 1019.60 7 -0.80 02.79 185 05.71 05.99 01.71 198 ///// /// ///// ///// ///// /// 000.92 000.02 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.664384 
08.04.2019 00:27:04 08.04.2019_03:27:04 003.77 -03.67 004.56 003.77 009.59 003.77 005.06 058 0995.70 1019.60 7 -0.80 02.71 186 05.71 05.99 00.00 000 ///// /// ///// ///// ///// /// 000.92 000.05 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.665821 
08.04.2019 00:28:04 08.04.2019_03:28:04 003.78 -03.66 004.56 003.77 009.59 003.77 005.06 058 0995.70 1019.60 7 -0.80 02.62 187 05.71 05.99 03.16 244 ///// /// ///// ///// ///// /// 000.93 000.08 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.667446 
08.04.2019 00:29:04 08.04.2019_03:29:04 003.79 -03.66 004.56 003.77 009.59 003.77 005.06 058 0995.70 1019.60 7 -0.80 02.60 189 05.71 05.99 00.60 144 ///// /// ///// ///// ///// /// 000.93 000.11 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.25 000.88 4.667836 
08.04.2019 00:30:04 08.04.2019_03:30:04 003.80 -03.66 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 02.60 188 05.71 05.99 03.10 203 ///// /// ///// ///// ///// /// 000.94 000.15 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.668712 
08.04.2019 00:31:04 08.04.2019_03:31:04 003.81 -03.66 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 02.51 189 05.71 05.99 01.40 211 ///// /// ///// ///// ///// /// 000.95 000.18 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.668721 
08.04.2019 00:32:04 08.04.2019_03:32:04 003.81 -03.66 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 02.35 192 05.71 05.99 02.14 203 ///// /// ///// ///// ///// /// 000.95 000.20 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.668682 
08.04.2019 00:33:04 08.04.2019_03:33:04 003.82 -03.67 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 02.23 193 05.71 05.99 01.67 179 ///// /// ///// ///// ///// /// 000.96 000.22 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.666755 
08.04.2019 00:34:04 08.04.2019_03:34:04 003.83 -03.67 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 01.91 190 05.71 05.99 02.38 204 ///// /// ///// ///// ///// /// 000.97 000.23 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.666168 
08.04.2019 00:35:04 08.04.2019_03:35:04 003.83 -03.67 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 01.85 188 05.71 05.99 01.40 167 ///// /// ///// ///// ///// /// 000.97 000.25 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.665753 
08.04.2019 00:36:05 08.04.2019_03:36:05 003.84 -03.67 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 01.72 190 03.59 05.99 02.57 192 ///// /// ///// ///// ///// /// 000.98 000.27 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.667005 
08.04.2019 00:37:05 08.04.2019_03:37:05 003.84 -03.66 004.44 003.77 009.59 003.77 005.07 058 0995.70 1019.60 7 -0.80 01.72 189 03.59 05.99 00.00 000 ///// /// ///// ///// ///// /// 000.98 000.28 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.667523 
08.04.2019 00:38:05 08.04.2019_03:38:05 003.85 -03.66 004.44 003.77 009.59 003.77 005.07 058 0995.69 1019.59 7 -0.80 01.76 189 04.41 05.99 04.00 183 ///// /// ///// ///// ///// /// 000.99 000.30 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.669146 
08.04.2019 00:39:05 08.04.2019_03:39:05 003.85 -03.65 004.44 003.77 009.59 003.77 005.07 058 0995.68 1019.58 7 -0.80 01.78 188 04.41 05.99 01.37 137 ///// /// ///// ///// ///// /// 001.00 000.32 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.18 000.88 4.671104 
08.04.2019 00:40:05 08.04.2019_03:40:05 003.85 -03.65 004.41 003.77 009.59 003.77 005.09 058 0995.67 1019.56 7 -0.80 01.77 185 04.41 05.99 01.86 182 ///// /// ///// ///// ///// /// 001.00 000.33 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.673611 
08.04.2019 00:41:05 08.04.2019_03:41:05 003.84 -03.64 004.41 003.77 009.59 003.77 005.09 058 0995.66 1019.56 7 -0.80 01.69 181 04.41 05.99 02.11 168 ///// /// ///// ///// ///// /// 001.01 000.35 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.676964 
08.04.2019 00:42:04 08.04.2019_03:42:04 003.84 -03.63 004.41 003.77 009.59 003.77 005.09 058 0995.65 1019.55 7 -0.80 01.68 182 04.41 05.99 01.37 186 ///// /// ///// ///// ///// /// 001.02 000.36 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.679002 
08.04.2019 00:43:04 08.04.2019_03:43:04 003.84 -03.62 004.41 003.77 009.59 003.77 005.09 058 0995.64 1019.53 7 -0.80 01.73 183 04.41 05.99 00.80 184 ///// /// ///// ///// ///// /// 001.02 000.38 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.681728 
08.04.2019 00:44:04 08.04.2019_03:44:04 003.84 -03.61 004.41 003.77 009.59 003.77 005.09 058 0995.63 1019.52 7 -0.80 01.77 185 04.41 05.99 03.12 178 ///// /// ///// ///// ///// /// 001.03 000.41 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.684807 
08.04.2019 00:45:04 08.04.2019_03:45:04 003.84 -03.61 004.41 003.77 009.59 003.77 005.09 058 0995.62 1019.51 7 -0.80 01.77 188 04.41 05.99 00.92 197 ///// /// ///// ///// ///// /// 001.04 000.44 013.17 000.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 001.13 000.88 4.687553 
