дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
05.02.2020 00:00:05 05.02.2020_03:00:05 -04.12 -07.70 -03.68 -04.16 -01.66 -04.16 -02.21 076 0974.94 0999.05 2 02.50 03.75 333 07.99 10.26 03.35 323 ///// /// ///// ///// ///// /// 000.61 -04.76 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.435466 
05.02.2020 00:01:05 05.02.2020_03:01:05 -04.12 -07.68 -03.68 -04.16 -01.66 -04.16 -02.21 076 0974.95 0999.06 2 02.50 03.76 332 07.99 10.26 02.62 348 ///// /// ///// ///// ///// /// 000.61 -04.75 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.439260 
05.02.2020 00:02:05 05.02.2020_03:02:05 -04.12 -07.67 -03.68 -04.16 -01.66 -04.16 -02.21 076 0974.97 0999.08 2 02.50 03.63 335 07.99 10.26 02.09 348 ///// /// ///// ///// ///// /// 000.61 -04.75 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.441892 
05.02.2020 00:03:05 05.02.2020_03:03:05 -04.12 -07.66 -03.68 -04.16 -01.66 -04.16 -02.21 076 0974.99 0999.10 2 02.50 03.53 337 07.99 10.26 03.76 303 ///// /// ///// ///// ///// /// 000.61 -04.74 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.444879 
05.02.2020 00:04:05 05.02.2020_03:04:05 -04.12 -07.65 -03.68 -04.16 -01.66 -04.16 -02.21 076 0975.01 0999.12 2 02.50 03.61 338 08.09 10.26 01.83 299 ///// /// ///// ///// ///// /// 000.61 -04.74 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.449343 
05.02.2020 00:05:05 05.02.2020_03:05:05 -04.13 -07.63 -03.68 -04.16 -01.66 -04.16 -02.21 076 0975.03 0999.14 2 02.50 03.68 337 08.09 10.26 03.15 335 ///// /// ///// ///// ///// /// 000.61 -04.73 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.454044 
05.02.2020 00:06:05 05.02.2020_03:06:05 -04.13 -07.61 -03.68 -04.16 -01.66 -04.16 -02.21 076 0975.05 0999.16 2 02.50 03.59 338 08.09 10.26 03.24 323 ///// /// ///// ///// ///// /// 000.61 -04.73 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.458217 
05.02.2020 00:07:05 05.02.2020_03:07:05 -04.14 -07.60 -03.68 -04.16 -01.66 -04.16 -02.21 076 0975.06 0999.17 2 02.50 03.57 338 08.09 10.26 02.37 347 ///// /// ///// ///// ///// /// 000.61 -04.72 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.461743 
05.02.2020 00:08:05 05.02.2020_03:08:05 -04.14 -07.58 -03.68 -04.16 -01.66 -04.16 -02.21 076 0975.07 0999.18 2 02.50 03.40 337 08.09 10.26 04.70 292 ///// /// ///// ///// ///// /// 000.61 -04.72 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.466555 
05.02.2020 00:09:05 05.02.2020_03:09:05 -04.15 -07.56 -03.68 -04.16 -01.66 -04.16 -02.21 077 0975.07 0999.18 2 02.50 03.12 337 08.09 10.26 01.61 340 ///// /// ///// ///// ///// /// 000.61 -04.72 000.62 000.60 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.62 000.61 3.471792 
