дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
21.03.2019 00:00:06 21.03.2019_03:00:06 000.61 -03.68 001.84 000.15 005.77 000.15 003.43 073 0997.80 1022.03 7 -0.90 01.62 280 03.40 03.99 02.10 288 ///// /// ///// ///// ///// /// 000.11 -02.64 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.662846 
21.03.2019 00:01:05 21.03.2019_03:01:05 000.62 -03.67 001.84 000.15 005.77 000.15 003.43 072 0997.80 1022.03 7 -0.90 01.55 280 03.40 03.99 01.06 282 ///// /// ///// ///// ///// /// 000.11 -02.59 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.664991 
21.03.2019 00:02:05 21.03.2019_03:02:05 000.63 -03.67 001.84 000.15 005.77 000.15 003.43 072 0997.80 1022.03 7 -0.90 01.50 283 03.40 03.99 00.81 313 ///// /// ///// ///// ///// /// 000.11 -02.54 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.666791 
21.03.2019 00:03:05 21.03.2019_03:03:05 000.64 -03.66 001.84 000.15 005.77 000.15 003.43 072 0997.79 1022.02 7 -0.90 01.42 285 03.40 03.99 01.01 240 ///// /// ///// ///// ///// /// 000.11 -02.49 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.667952 
21.03.2019 00:04:05 21.03.2019_03:04:05 000.65 -03.66 001.84 000.15 005.77 000.15 003.43 072 0997.78 1022.01 7 -0.90 01.34 284 03.40 03.99 01.17 251 ///// /// ///// ///// ///// /// 000.11 -02.45 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.668961 
21.03.2019 00:05:05 21.03.2019_03:05:05 000.66 -03.66 001.84 000.15 005.77 000.15 003.43 072 0997.78 1022.01 7 -0.90 01.29 285 03.40 03.99 01.79 273 ///// /// ///// ///// ///// /// 000.11 -02.40 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.669569 
21.03.2019 00:06:05 21.03.2019_03:06:05 000.67 -03.65 001.84 000.15 005.77 000.15 003.43 072 0997.78 1022.01 7 -0.90 01.27 286 03.40 03.99 01.51 279 ///// /// ///// ///// ///// /// 000.11 -02.35 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.671339 
21.03.2019 00:07:05 21.03.2019_03:07:05 000.68 -03.65 001.84 000.15 005.77 000.15 003.43 072 0997.77 1022.00 7 -0.90 01.30 286 03.40 03.99 02.49 303 ///// /// ///// ///// ///// /// 000.11 -02.31 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.673808 
21.03.2019 00:08:05 21.03.2019_03:08:05 000.69 -03.65 001.84 000.15 005.77 000.15 003.43 072 0997.76 1021.98 7 -0.90 01.41 290 03.40 03.99 00.91 295 ///// /// ///// ///// ///// /// 000.11 -02.27 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.674172 
21.03.2019 00:09:05 21.03.2019_03:09:05 000.69 -03.64 001.84 000.15 005.77 000.15 003.43 072 0997.75 1021.97 7 -1.00 01.30 290 03.40 03.99 01.09 312 ///// /// ///// ///// ///// /// 000.11 -02.22 000.11 000.10 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.11 000.11 4.674328 
