дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
28.08.2019 00:00:05 28.08.2019_03:00:05 012.88 007.69 015.05 012.88 021.53 012.88 017.97 070 1000.65 1023.85 3 00.80 01.61 053 04.58 06.69 03.61 029 ///// /// ///// ///// ///// /// 014.08 011.16 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.487971 
28.08.2019 00:01:05 28.08.2019_03:01:05 012.87 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.66 1023.86 3 00.80 01.81 054 04.90 06.69 02.17 057 ///// /// ///// ///// ///// /// 014.07 011.15 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.494941 
28.08.2019 00:02:05 28.08.2019_03:02:05 012.87 007.71 015.05 012.88 021.53 012.88 017.97 070 1000.68 1023.88 3 00.80 01.87 053 04.90 06.69 02.68 040 ///// /// ///// ///// ///// /// 014.06 011.14 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.502573 
28.08.2019 00:03:05 28.08.2019_03:03:05 012.88 007.71 015.05 012.88 021.53 012.88 017.97 070 1000.70 1023.90 3 00.80 01.99 051 05.37 06.69 01.76 057 ///// /// ///// ///// ///// /// 014.06 011.14 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.502673 
28.08.2019 00:04:05 28.08.2019_03:04:05 012.88 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.71 1023.91 3 00.80 02.12 051 05.37 06.69 05.21 029 ///// /// ///// ///// ///// /// 014.05 011.14 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.500620 
28.08.2019 00:05:05 28.08.2019_03:05:05 012.89 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.72 1023.92 3 00.80 02.33 046 05.38 06.69 02.64 023 ///// /// ///// ///// ///// /// 014.04 011.15 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.500634 
28.08.2019 00:06:05 28.08.2019_03:06:05 012.91 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.74 1023.94 3 00.80 02.44 043 05.38 06.69 01.85 037 ///// /// ///// ///// ///// /// 014.03 011.15 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.499329 
28.08.2019 00:07:05 28.08.2019_03:07:05 012.93 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.74 1023.94 3 00.80 02.49 044 05.38 06.69 01.30 031 ///// /// ///// ///// ///// /// 014.03 011.17 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.498329 
28.08.2019 00:08:05 28.08.2019_03:08:05 012.95 007.70 015.05 012.88 021.53 012.88 017.97 070 1000.75 1023.94 3 00.80 02.48 042 05.38 06.69 00.00 000 ///// /// ///// ///// ///// /// 014.02 011.19 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.495422 
28.08.2019 00:09:05 28.08.2019_03:09:05 012.97 007.69 015.05 012.88 021.53 012.88 017.97 070 1000.76 1023.95 3 00.80 02.50 042 05.38 06.69 01.86 036 ///// /// ///// ///// ///// /// 014.01 011.21 024.94 014.08 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 015.80 014.08 10.489682 
