дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
05.08.2020 00:00:04 05.08.2020_03:00:04 018.29 010.48 018.80 017.74 024.85 015.97 020.15 060 0997.16 1019.83 1 00.50 01.86 205 03.75 04.88 02.07 208 ///// /// ///// ///// ///// /// 017.88 014.90 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.656540 
05.08.2020 00:01:04 05.08.2020_03:01:04 018.31 010.47 018.80 017.74 024.85 015.97 020.15 060 0997.17 1019.83 1 00.50 01.89 207 03.75 04.88 02.26 225 ///// /// ///// ///// ///// /// 017.88 014.90 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.651754 
05.08.2020 00:02:04 05.08.2020_03:02:04 018.34 010.47 018.80 017.74 024.85 015.97 020.15 060 0997.18 1019.84 1 00.50 01.84 206 03.75 04.88 01.37 213 ///// /// ///// ///// ///// /// 017.87 014.91 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.647598 
05.08.2020 00:03:04 05.08.2020_03:03:04 018.36 010.45 018.80 017.74 024.85 015.97 020.15 059 0997.19 1019.85 1 00.50 01.84 207 03.75 04.88 01.43 206 ///// /// ///// ///// ///// /// 017.86 014.92 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.633719 
05.08.2020 00:04:04 05.08.2020_03:04:04 018.38 010.44 018.80 017.74 024.85 015.97 020.15 059 0997.20 1019.86 1 00.50 01.85 208 03.75 04.88 01.11 230 ///// /// ///// ///// ///// /// 017.85 014.92 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.623289 
05.08.2020 00:05:04 05.08.2020_03:05:04 018.41 010.43 018.80 017.74 024.85 015.97 020.15 059 0997.20 1019.86 2 00.50 01.83 210 03.75 04.88 02.45 212 ///// /// ///// ///// ///// /// 017.84 014.93 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.616851 
05.08.2020 00:06:04 05.08.2020_03:06:04 018.43 010.43 018.80 017.74 024.85 015.97 020.15 059 0997.20 1019.86 2 00.40 01.80 208 03.75 04.88 01.24 198 ///// /// ///// ///// ///// /// 017.84 014.93 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.619687 
05.08.2020 00:07:04 05.08.2020_03:07:04 018.43 010.43 018.80 017.74 024.85 015.97 020.15 059 0997.20 1019.86 2 00.40 01.71 210 03.75 04.88 01.74 205 ///// /// ///// ///// ///// /// 017.83 014.92 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.614861 
05.08.2020 00:08:04 05.08.2020_03:08:04 018.42 010.42 018.80 017.74 024.85 015.97 020.15 059 0997.20 1019.86 2 00.40 01.68 211 03.75 04.88 00.90 229 ///// /// ///// ///// ///// /// 017.83 014.92 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.607288 
05.08.2020 00:09:04 05.08.2020_03:09:04 018.41 010.42 018.80 017.74 024.85 015.97 020.15 059 0997.19 1019.85 2 00.40 01.65 209 03.61 04.88 01.66 208 ///// /// ///// ///// ///// /// 017.82 014.92 028.84 017.88 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.52 017.88 12.605821 
05.08.2020 00:10:04 05.08.2020_03:10:04 018.39 010.41 018.80 017.74 024.85 015.97 020.17 059 0997.18 1019.84 2 00.40 01.56 209 03.29 04.88 01.84 196 ///// /// ///// ///// ///// /// 017.81 014.91 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.597103 
05.08.2020 00:11:04 05.08.2020_03:11:04 018.37 010.40 018.80 017.74 024.85 015.97 020.17 059 0997.17 1019.83 2 00.40 01.52 208 03.29 04.88 01.54 225 ///// /// ///// ///// ///// /// 017.80 014.90 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.589098 
05.08.2020 00:12:04 05.08.2020_03:12:04 018.35 010.38 018.80 017.74 024.85 015.97 020.17 059 0997.16 1019.82 2 00.30 01.56 209 03.51 04.88 01.60 202 ///// /// ///// ///// ///// /// 017.80 014.90 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.576017 
05.08.2020 00:13:04 05.08.2020_03:13:04 018.32 010.37 018.80 017.74 024.85 015.97 020.17 059 0997.15 1019.81 2 00.30 01.50 208 03.51 04.88 01.00 213 ///// /// ///// ///// ///// /// 017.79 014.89 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.570159 
05.08.2020 00:14:04 05.08.2020_03:14:04 018.30 010.37 018.80 017.74 024.85 015.97 020.17 059 0997.14 1019.80 2 00.30 01.45 208 03.51 04.88 01.60 204 ///// /// ///// ///// ///// /// 017.78 014.88 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.566539 
05.08.2020 00:15:04 05.08.2020_03:15:04 018.26 010.35 018.80 017.74 024.85 015.97 020.17 059 0997.13 1019.80 2 00.30 01.38 207 03.51 04.88 01.77 215 ///// /// ///// ///// ///// /// 017.78 014.87 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.547277 
05.08.2020 00:16:04 05.08.2020_03:16:04 018.25 010.33 018.80 017.74 024.85 015.97 020.17 059 0997.11 1019.78 2 00.20 01.32 209 03.51 04.88 01.57 218 ///// /// ///// ///// ///// /// 017.77 014.86 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.531417 
05.08.2020 00:17:04 05.08.2020_03:17:04 018.26 010.32 018.80 017.74 024.85 015.97 020.17 059 0997.10 1019.77 2 00.20 01.35 208 03.51 04.88 01.48 203 ///// /// ///// ///// ///// /// 017.76 014.85 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.521531 
05.08.2020 00:18:04 05.08.2020_03:18:04 018.27 010.31 018.80 017.74 024.85 015.97 020.17 059 0997.09 1019.76 2 00.20 01.34 207 03.51 04.88 01.57 187 ///// /// ///// ///// ///// /// 017.75 014.84 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.517542 
05.08.2020 00:19:04 05.08.2020_03:19:04 018.28 010.30 018.80 017.74 024.85 015.97 020.17 059 0997.09 1019.76 2 00.20 01.33 207 03.51 04.88 00.80 217 ///// /// ///// ///// ///// /// 017.75 014.83 028.84 017.81 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.40 017.81 12.507506 
05.08.2020 00:20:04 05.08.2020_03:20:04 018.29 010.29 018.80 017.74 024.85 015.97 020.19 059 0997.08 1019.74 4 00.10 01.26 208 03.51 04.88 00.66 209 ///// /// ///// ///// ///// /// 017.74 014.82 028.84 017.74 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.29 017.74 12.499941 
05.08.2020 00:21:04 05.08.2020_03:21:04 018.30 010.28 018.80 017.74 024.85 015.97 020.19 059 0997.07 1019.73 4 00.10 01.25 208 03.51 04.88 02.44 234 ///// /// ///// ///// ///// /// 017.73 014.81 028.84 017.74 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 019.29 017.74 12.488055 
