дата время местн.DT Твозд. Точка_росы Твозд.макс_3ч Твозд.мин_3ч Твозд.макс_12ч Твозд.мин_12ч Твозд.ср_сутки Отн.влажность Давление Давление_ур.моря Хар.бар.тенденции Знач.бар.тенденции Cр.ск.1 Cр.напр.1 Порыв1 Макс.скорость_3ч1 Мгн.скорость1 Мгн.направление1 Cр.ск.2 Cр.напр.2 Порыв_2 Макс.скорость_3ч2 Мгн.скорость2 Мгн.направление2 Tпов. Тузл.кущ. Tпов.макс_12ч Tпов.мин_12ч Осадки_10мин Осадки_1ч Осадки_3ч Осадки_6ч Осадки_12ч Осадки_24ч Осадки_Инт. Осадки_Макс.инт.10мин Осадки_Макс.инт.1ч Осадки_Мин.инт.1ч МЭД Tпов.макс_3ч Tпов.мин_3ч Упруг.вод.пара(e) 
14.02.2019 00:00:04 14.02.2019_03:00:04 -04.44 -08.13 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 02.00 02.02 359 04.75 07.27 01.68 336 ///// /// ///// ///// ///// /// 000.04 -00.15 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.321459 
14.02.2019 00:01:04 14.02.2019_03:01:04 -04.44 -08.12 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 02.00 01.97 002 04.14 07.27 00.75 034 ///// /// ///// ///// ///// /// 000.04 -00.15 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.323906 
14.02.2019 00:02:04 14.02.2019_03:02:04 -04.44 -08.11 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 02.03 005 04.14 07.27 01.74 011 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.326648 
14.02.2019 00:03:04 14.02.2019_03:03:04 -04.44 -08.09 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 02.04 007 04.14 07.27 01.70 350 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.331319 
14.02.2019 00:04:04 14.02.2019_03:04:04 -04.44 -08.08 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 01.94 005 04.14 07.27 02.03 359 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.335935 
14.02.2019 00:05:04 14.02.2019_03:05:04 -04.45 -08.06 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 01.90 002 04.14 07.27 01.67 305 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.340800 
14.02.2019 00:06:04 14.02.2019_03:06:04 -04.45 -08.05 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 01.72 359 04.08 07.27 01.06 345 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.342603 
14.02.2019 00:07:04 14.02.2019_03:07:04 -04.45 -08.05 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 01.65 358 04.08 07.27 01.50 016 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.343062 
14.02.2019 00:08:04 14.02.2019_03:08:04 -04.45 -08.04 -03.62 -04.44 000.15 -04.44 -01.51 075 0993.70 1018.30 2 01.90 01.63 357 04.08 07.27 01.28 332 ///// /// ///// ///// ///// /// 000.04 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.344678 
14.02.2019 00:09:04 14.02.2019_03:09:04 -04.45 -08.04 -03.62 -04.44 000.15 -04.44 -01.51 076 0993.70 1018.30 2 01.90 01.49 353 03.78 07.27 01.67 330 ///// /// ///// ///// ///// /// 000.03 -00.16 000.04 000.01 0000.00 0000.00 0000.00 0000.00 0000.00 0000.00 00.00 00.00 00.00 00.00 ////// 000.04 000.03 3.346522 
