218A0071;1;45;10800;250;250;30669;41474;17;29;208;-4118;0;234;0;-211;0;247;414;11077
218A0071;2;49;10800;314;260;340;322;365;381;5;4;2;2;9;228;50;3
218A0071;3;45;14400;235;235;31145;41488;17;29;187;-4119;0;234;0;-212;0;232;398;11095
218A0071;4;49;14400;5;5;7;6;9;7;3;4;5;5;8;5;50;3
